transaction_item_id,transaction_id,product_id,quantity,unit_price,line_total
TI00007210,T0002374,P000007,3,44.35,133.05
TI00007211,T0002375,P000005,1,49.07,49.07
TI00007212,T0002375,P000014,2,24.75,49.5
TI00007213,T0002375,P000011,3,19.19,57.57
TI00007214,T0002375,P000016,2,49.09,98.18
TI00007215,T0002375,P000019,1,32.28,32.28
TI00007216,T0002376,P000001,2,27.25,54.5
TI00007217,T0002376,P000006,4,9.16,36.64
TI00007218,T0002376,P000009,4,33.09,132.36
TI00007219,T0002376,P000015,2,49.37,98.74
TI00007220,T0002376,P000008,2,52.62,105.24
TI00007221,T0002377,P000009,2,33.09,66.18
TI00007222,T0002378,P000015,3,49.37,148.11
TI00007223,T0002378,P000006,3,9.16,27.48
TI00007224,T0002379,P000004,1,39.36,39.36
TI00007225,T0002379,P000012,2,42.38,84.76
TI00007226,T0002379,P000013,3,13.19,39.57
TI00007227,T0002379,P000015,1,49.37,49.37
TI00007228,T0002380,P000015,2,49.37,98.74
TI00007229,T0002380,P000006,2,9.16,18.32
TI00007230,T0002380,P000020,2,58.91,117.82
TI00007231,T0002381,P000006,2,9.16,18.32
TI00007232,T0002381,P000005,2,49.07,98.14
TI00007233,T0002381,P000010,1,43.23,43.23
TI00007234,T0002381,P000003,1,10.3,10.3
TI00007235,T0002382,P000017,1,43.77,43.77
TI00007236,T0002382,P000012,2,42.38,84.76
TI00007237,T0002382,P000007,1,44.35,44.35
TI00007238,T0002383,P000020,3,58.91,176.73
TI00007239,T0002383,P000019,2,32.28,64.56
TI00007240,T0002383,P000010,4,43.23,172.92
TI00007241,T0002383,P000004,3,39.36,118.08
TI00007242,T0002383,P000008,4,52.62,210.48
TI00007243,T0002384,P000002,3,56.39,169.17
TI00007244,T0002384,P000009,4,33.09,132.36
TI00007245,T0002384,P000018,1,32.67,32.67
TI00007246,T0002384,P000001,4,27.25,109.0
TI00007247,T0002385,P000014,2,24.75,49.5
TI00007248,T0002385,P000010,4,43.23,172.92
TI00007249,T0002385,P000002,4,56.39,225.56
TI00007250,T0002385,P000012,4,42.38,169.52
TI00007251,T0002385,P000013,4,13.19,52.76
TI00007252,T0002386,P000019,4,32.28,129.12
TI00007253,T0002386,P000005,4,49.07,196.28
TI00007254,T0002386,P000012,2,42.38,84.76
TI00007255,T0002387,P000017,2,43.77,87.54
TI00007256,T0002387,P000014,1,24.75,24.75
TI00007257,T0002387,P000009,4,33.09,132.36
TI00007258,T0002387,P000012,1,42.38,42.38
TI00007259,T0002387,P000001,3,27.25,81.75
TI00007260,T0002388,P000018,1,32.67,32.67
TI00007261,T0002388,P000007,4,44.35,177.4
TI00007262,T0002389,P000007,4,44.35,177.4
TI00007263,T0002389,P000019,1,32.28,32.28
TI00007264,T0002389,P000016,4,49.09,196.36
TI00007265,T0002389,P000008,3,52.62,157.86
TI00007266,T0002390,P000003,2,10.3,20.6
TI00007267,T0002390,P000002,1,56.39,56.39
TI00007268,T0002390,P000004,1,39.36,39.36
TI00007269,T0002390,P000009,4,33.09,132.36
TI00007270,T0002390,P000001,4,27.25,109.0
TI00007271,T0002391,P000004,2,39.36,78.72
TI00007272,T0002391,P000010,4,43.23,172.92
TI00007273,T0002392,P000010,4,43.23,172.92
TI00007274,T0002392,P000002,3,56.39,169.17
TI00007275,T0002393,P000020,2,58.91,117.82
TI00007276,T0002393,P000005,3,49.07,147.21
TI00007277,T0002393,P000018,2,32.67,65.34
TI00007278,T0002393,P000002,4,56.39,225.56
TI00007279,T0002393,P000014,1,24.75,24.75
TI00007280,T0002394,P000003,1,10.3,10.3
TI00007281,T0002394,P000004,1,39.36,39.36
TI00007282,T0002394,P000020,3,58.91,176.73
TI00007283,T0002394,P000018,1,32.67,32.67
TI00007284,T0002394,P000016,1,49.09,49.09
TI00007285,T0002395,P000012,1,42.38,42.38
TI00007286,T0002396,P000006,1,9.16,9.16
TI00007287,T0002396,P000004,1,39.36,39.36
TI00007288,T0002396,P000013,1,13.19,13.19
TI00007289,T0002397,P000013,2,13.19,26.38
TI00007290,T0002397,P000006,2,9.16,18.32
TI00007291,T0002397,P000017,2,43.77,87.54
TI00007292,T0002397,P000015,4,49.37,197.48
TI00007293,T0002398,P000020,1,58.91,58.91
TI00007294,T0002398,P000015,3,49.37,148.11
TI00007295,T0002398,P000016,1,49.09,49.09
TI00007296,T0002398,P000002,4,56.39,225.56
TI00007297,T0002399,P000012,1,42.38,42.38
TI00007298,T0002399,P000013,3,13.19,39.57
TI00007299,T0002399,P000007,1,44.35,44.35
TI00007300,T0002399,P000015,4,49.37,197.48
TI00007301,T0002400,P000009,3,33.09,99.27
TI00007302,T0002400,P000005,4,49.07,196.28
TI00007303,T0002400,P000003,4,10.3,41.2
TI00007304,T0002401,P000009,3,33.09,99.27
TI00007305,T0002401,P000011,1,19.19,19.19
TI00007306,T0002402,P000019,1,32.28,32.28
TI00007307,T0002402,P000014,4,24.75,99.0
TI00007308,T0002403,P000014,4,24.75,99.0
TI00007309,T0002403,P000012,4,42.38,169.52
TI00007310,T0002404,P000011,4,19.19,76.76
TI00007311,T0002405,P000003,4,10.3,41.2
TI00007312,T0002405,P000016,4,49.09,196.36
TI00007313,T0002406,P000010,3,43.23,129.69
TI00007314,T0002406,P000006,2,9.16,18.32
TI00007315,T0002406,P000011,4,19.19,76.76
TI00007316,T0002406,P000014,4,24.75,99.0
TI00007317,T0002407,P000001,4,27.25,109.0
TI00007318,T0002408,P000002,3,56.39,169.17
TI00007319,T0002408,P000013,3,13.19,39.57
TI00007320,T0002408,P000009,2,33.09,66.18
TI00007321,T0002408,P000016,3,49.09,147.27
TI00007322,T0002409,P000005,1,49.07,49.07
TI00007323,T0002409,P000012,4,42.38,169.52
TI00007324,T0002409,P000010,2,43.23,86.46
TI00007325,T0002409,P000018,4,32.67,130.68
TI00007326,T0002409,P000016,1,49.09,49.09
TI00007327,T0002410,P000017,1,43.77,43.77
TI00007328,T0002410,P000015,2,49.37,98.74
TI00007329,T0002410,P000010,4,43.23,172.92
TI00007330,T0002410,P000018,1,32.67,32.67
TI00007331,T0002410,P000009,2,33.09,66.18
TI00007332,T0002411,P000011,4,19.19,76.76
TI00007333,T0002411,P000015,3,49.37,148.11
TI00007334,T0002411,P000008,4,52.62,210.48
TI00007335,T0002411,P000001,2,27.25,54.5
TI00007336,T0002411,P000009,4,33.09,132.36
TI00007337,T0002412,P000017,3,43.77,131.31
TI00007338,T0002412,P000013,3,13.19,39.57
TI00007339,T0002412,P000005,4,49.07,196.28
TI00007340,T0002412,P000009,1,33.09,33.09
TI00007341,T0002413,P000007,2,44.35,88.7
TI00007342,T0002413,P000017,4,43.77,175.08
TI00007343,T0002413,P000015,1,49.37,49.37
TI00007344,T0002413,P000012,3,42.38,127.14
TI00007345,T0002413,P000020,2,58.91,117.82
TI00007346,T0002414,P000019,3,32.28,96.84
TI00007347,T0002415,P000002,2,56.39,112.78
TI00007348,T0002415,P000014,4,24.75,99.0
TI00007349,T0002415,P000010,2,43.23,86.46
TI00007350,T0002415,P000007,4,44.35,177.4
TI00007351,T0002415,P000001,2,27.25,54.5
TI00007352,T0002416,P000003,1,10.3,10.3
TI00007353,T0002417,P000016,2,49.09,98.18
TI00007354,T0002417,P000005,2,49.07,98.14
TI00007355,T0002418,P000012,3,42.38,127.14
TI00007356,T0002418,P000002,3,56.39,169.17
TI00007357,T0002419,P000019,4,32.28,129.12
TI00007358,T0002419,P000012,3,42.38,127.14
TI00007359,T0002419,P000007,2,44.35,88.7
TI00007360,T0002420,P000011,3,19.19,57.57
TI00007361,T0002421,P000001,1,27.25,27.25
TI00007362,T0002422,P000009,3,33.09,99.27
TI00007363,T0002422,P000007,3,44.35,133.05
TI00007364,T0002423,P000011,3,19.19,57.57
TI00007365,T0002423,P000020,3,58.91,176.73
TI00007366,T0002423,P000018,4,32.67,130.68
TI00007367,T0002424,P000014,3,24.75,74.25
TI00007368,T0002424,P000012,3,42.38,127.14
TI00007369,T0002424,P000020,1,58.91,58.91
TI00007370,T0002425,P000002,1,56.39,56.39
TI00007371,T0002425,P000020,2,58.91,117.82
TI00007372,T0002425,P000010,3,43.23,129.69
TI00007373,T0002426,P000003,1,10.3,10.3
TI00007374,T0002427,P000004,4,39.36,157.44
TI00007375,T0002427,P000009,3,33.09,99.27
TI00007376,T0002428,P000005,2,49.07,98.14
TI00007377,T0002428,P000016,2,49.09,98.18
TI00007378,T0002428,P000008,4,52.62,210.48
TI00007379,T0002429,P000020,2,58.91,117.82
TI00007380,T0002429,P000009,1,33.09,33.09
TI00007381,T0002430,P000011,3,19.19,57.57
TI00007382,T0002430,P000002,4,56.39,225.56
TI00007383,T0002431,P000013,1,13.19,13.19
TI00007384,T0002431,P000001,1,27.25,27.25
TI00007385,T0002432,P000011,2,19.19,38.38
TI00007386,T0002432,P000002,2,56.39,112.78
TI00007387,T0002432,P000019,2,32.28,64.56
TI00007388,T0002432,P000013,1,13.19,13.19
TI00007389,T0002432,P000005,2,49.07,98.14
TI00007390,T0002433,P000009,1,33.09,33.09
TI00007391,T0002433,P000016,1,49.09,49.09
TI00007392,T0002433,P000020,1,58.91,58.91
TI00007393,T0002433,P000002,3,56.39,169.17
TI00007394,T0002434,P000003,2,10.3,20.6
TI00007395,T0002434,P000020,4,58.91,235.64
TI00007396,T0002434,P000004,2,39.36,78.72
TI00007397,T0002434,P000005,4,49.07,196.28
TI00007398,T0002435,P000013,3,13.19,39.57
TI00007399,T0002435,P000015,2,49.37,98.74
TI00007400,T0002436,P000008,3,52.62,157.86
TI00007401,T0002436,P000016,4,49.09,196.36
TI00007402,T0002436,P000013,2,13.19,26.38
TI00007403,T0002437,P000007,1,44.35,44.35
TI00007404,T0002437,P000004,3,39.36,118.08
TI00007405,T0002438,P000010,3,43.23,129.69
TI00007406,T0002438,P000016,4,49.09,196.36
TI00007407,T0002438,P000002,4,56.39,225.56
TI00007408,T0002439,P000018,2,32.67,65.34
TI00007409,T0002439,P000002,1,56.39,56.39
TI00007410,T0002440,P000015,4,49.37,197.48
TI00007411,T0002440,P000002,1,56.39,56.39
TI00007412,T0002440,P000010,2,43.23,86.46
TI00007413,T0002440,P000005,1,49.07,49.07
TI00007414,T0002441,P000001,2,27.25,54.5
TI00007415,T0002441,P000019,1,32.28,32.28
TI00007416,T0002441,P000005,4,49.07,196.28
TI00007417,T0002441,P000012,2,42.38,84.76
TI00007418,T0002441,P000020,4,58.91,235.64
TI00007419,T0002442,P000019,2,32.28,64.56
TI00007420,T0002442,P000009,1,33.09,33.09
TI00007421,T0002442,P000015,2,49.37,98.74
TI00007422,T0002442,P000016,3,49.09,147.27
TI00007423,T0002442,P000004,4,39.36,157.44
TI00007424,T0002443,P000013,2,13.19,26.38
TI00007425,T0002443,P000020,3,58.91,176.73
TI00007426,T0002443,P000017,3,43.77,131.31
TI00007427,T0002443,P000008,2,52.62,105.24
TI00007428,T0002443,P000009,4,33.09,132.36
TI00007429,T0002444,P000016,1,49.09,49.09
TI00007430,T0002445,P000001,1,27.25,27.25
TI00007431,T0002446,P000003,1,10.3,10.3
TI00007432,T0002446,P000012,2,42.38,84.76
TI00007433,T0002446,P000005,4,49.07,196.28
TI00007434,T0002446,P000016,4,49.09,196.36
TI00007435,T0002446,P000017,1,43.77,43.77
TI00007436,T0002447,P000014,4,24.75,99.0
TI00007437,T0002448,P000011,1,19.19,19.19
TI00007438,T0002448,P000019,4,32.28,129.12
TI00007439,T0002448,P000005,1,49.07,49.07
TI00007440,T0002448,P000008,3,52.62,157.86
TI00007441,T0002449,P000017,3,43.77,131.31
TI00007442,T0002449,P000013,4,13.19,52.76
TI00007443,T0002449,P000011,3,19.19,57.57
TI00007444,T0002449,P000018,3,32.67,98.01
TI00007445,T0002450,P000020,1,58.91,58.91
TI00007446,T0002450,P000011,2,19.19,38.38
TI00007447,T0002450,P000019,3,32.28,96.84
TI00007448,T0002450,P000018,2,32.67,65.34
TI00007449,T0002451,P000010,1,43.23,43.23
TI00007450,T0002452,P000015,3,49.37,148.11
TI00007451,T0002452,P000008,1,52.62,52.62
TI00007452,T0002452,P000011,1,19.19,19.19
TI00007453,T0002452,P000009,4,33.09,132.36
TI00007454,T0002452,P000002,3,56.39,169.17
TI00007455,T0002453,P000006,1,9.16,9.16
TI00007456,T0002453,P000004,2,39.36,78.72
TI00007457,T0002453,P000019,4,32.28,129.12
TI00007458,T0002454,P000018,3,32.67,98.01
TI00007459,T0002454,P000004,1,39.36,39.36
TI00007460,T0002454,P000010,3,43.23,129.69
TI00007461,T0002454,P000013,1,13.19,13.19
TI00007462,T0002454,P000008,1,52.62,52.62
TI00007463,T0002455,P000009,1,33.09,33.09
TI00007464,T0002455,P000012,2,42.38,84.76
TI00007465,T0002455,P000014,2,24.75,49.5
TI00007466,T0002455,P000008,1,52.62,52.62
TI00007467,T0002456,P000008,3,52.62,157.86
TI00007468,T0002456,P000013,3,13.19,39.57
TI00007469,T0002456,P000014,2,24.75,49.5
TI00007470,T0002456,P000004,4,39.36,157.44
TI00007471,T0002457,P000003,2,10.3,20.6
TI00007472,T0002457,P000019,3,32.28,96.84
TI00007473,T0002457,P000011,1,19.19,19.19
TI00007474,T0002457,P000010,4,43.23,172.92
TI00007475,T0002458,P000010,3,43.23,129.69
TI00007476,T0002458,P000014,2,24.75,49.5
TI00007477,T0002458,P000019,3,32.28,96.84
TI00007478,T0002459,P000007,2,44.35,88.7
TI00007479,T0002459,P000016,1,49.09,49.09
TI00007480,T0002459,P000012,4,42.38,169.52
TI00007481,T0002460,P000010,1,43.23,43.23
TI00007482,T0002460,P000013,1,13.19,13.19
TI00007483,T0002460,P000015,3,49.37,148.11
TI00007484,T0002460,P000005,2,49.07,98.14
TI00007485,T0002460,P000017,4,43.77,175.08
TI00007486,T0002461,P000020,4,58.91,235.64
TI00007487,T0002462,P000015,1,49.37,49.37
TI00007488,T0002462,P000012,2,42.38,84.76
TI00007489,T0002462,P000019,1,32.28,32.28
TI00007490,T0002462,P000004,2,39.36,78.72
TI00007491,T0002463,P000011,1,19.19,19.19
TI00007492,T0002464,P000009,1,33.09,33.09
TI00007493,T0002464,P000004,4,39.36,157.44
TI00007494,T0002464,P000018,1,32.67,32.67
TI00007495,T0002464,P000001,4,27.25,109.0
TI00007496,T0002464,P000016,2,49.09,98.18
TI00007497,T0002465,P000001,3,27.25,81.75
TI00007498,T0002465,P000008,2,52.62,105.24
TI00007499,T0002466,P000019,3,32.28,96.84
TI00007500,T0002466,P000004,3,39.36,118.08
TI00007501,T0002467,P000009,3,33.09,99.27
TI00007502,T0002467,P000006,3,9.16,27.48
TI00007503,T0002467,P000014,2,24.75,49.5
TI00007504,T0002467,P000016,2,49.09,98.18
TI00007505,T0002467,P000013,1,13.19,13.19
TI00007506,T0002468,P000018,3,32.67,98.01
TI00007507,T0002468,P000010,3,43.23,129.69
TI00007508,T0002468,P000011,4,19.19,76.76
TI00007509,T0002468,P000012,2,42.38,84.76
TI00007510,T0002468,P000020,3,58.91,176.73
TI00007511,T0002469,P000017,3,43.77,131.31
TI00007512,T0002469,P000013,3,13.19,39.57
TI00007513,T0002469,P000005,4,49.07,196.28
TI00007514,T0002469,P000009,4,33.09,132.36
TI00007515,T0002469,P000020,1,58.91,58.91
TI00007516,T0002470,P000019,1,32.28,32.28
TI00007517,T0002470,P000001,3,27.25,81.75
TI00007518,T0002470,P000006,4,9.16,36.64
TI00007519,T0002470,P000008,4,52.62,210.48
TI00007520,T0002471,P000019,1,32.28,32.28
TI00007521,T0002472,P000020,1,58.91,58.91
TI00007522,T0002472,P000002,3,56.39,169.17
TI00007523,T0002472,P000004,4,39.36,157.44
TI00007524,T0002472,P000013,3,13.19,39.57
TI00007525,T0002472,P000011,2,19.19,38.38
TI00007526,T0002473,P000012,1,42.38,42.38
TI00007527,T0002473,P000002,4,56.39,225.56
TI00007528,T0002473,P000001,3,27.25,81.75
TI00007529,T0002473,P000016,3,49.09,147.27
TI00007530,T0002473,P000003,4,10.3,41.2
TI00007531,T0002474,P000013,3,13.19,39.57
TI00007532,T0002475,P000012,1,42.38,42.38
TI00007533,T0002475,P000009,1,33.09,33.09
TI00007534,T0002475,P000014,3,24.75,74.25
TI00007535,T0002475,P000005,4,49.07,196.28
TI00007536,T0002475,P000019,2,32.28,64.56
TI00007537,T0002476,P000009,1,33.09,33.09
TI00007538,T0002476,P000018,3,32.67,98.01
TI00007539,T0002476,P000015,2,49.37,98.74
TI00007540,T0002477,P000006,1,9.16,9.16
TI00007541,T0002477,P000005,3,49.07,147.21
TI00007542,T0002477,P000019,3,32.28,96.84
TI00007543,T0002478,P000007,4,44.35,177.4
TI00007544,T0002478,P000012,3,42.38,127.14
TI00007545,T0002478,P000020,4,58.91,235.64
TI00007546,T0002479,P000016,4,49.09,196.36
TI00007547,T0002479,P000005,2,49.07,98.14
TI00007548,T0002479,P000017,3,43.77,131.31
TI00007549,T0002480,P000013,1,13.19,13.19
TI00007550,T0002480,P000001,2,27.25,54.5
TI00007551,T0002480,P000015,4,49.37,197.48
TI00007552,T0002481,P000020,4,58.91,235.64
TI00007553,T0002482,P000011,1,19.19,19.19
TI00007554,T0002482,P000020,1,58.91,58.91
TI00007555,T0002482,P000002,1,56.39,56.39
TI00007556,T0002483,P000015,3,49.37,148.11
TI00007557,T0002483,P000005,2,49.07,98.14
TI00007558,T0002484,P000003,1,10.3,10.3
TI00007559,T0002484,P000020,3,58.91,176.73
TI00007560,T0002484,P000001,2,27.25,54.5
TI00007561,T0002484,P000017,3,43.77,131.31
TI00007562,T0002484,P000016,3,49.09,147.27
TI00007563,T0002485,P000006,2,9.16,18.32
TI00007564,T0002485,P000004,4,39.36,157.44
TI00007565,T0002485,P000013,4,13.19,52.76
TI00007566,T0002485,P000009,4,33.09,132.36
TI00007567,T0002485,P000014,4,24.75,99.0
TI00007568,T0002486,P000019,1,32.28,32.28
TI00007569,T0002486,P000008,2,52.62,105.24
TI00007570,T0002486,P000018,4,32.67,130.68
TI00007571,T0002487,P000016,2,49.09,98.18
TI00007572,T0002487,P000002,4,56.39,225.56
TI00007573,T0002487,P000018,3,32.67,98.01
TI00007574,T0002488,P000019,2,32.28,64.56
TI00007575,T0002488,P000020,4,58.91,235.64
TI00007576,T0002489,P000003,2,10.3,20.6
TI00007577,T0002490,P000011,2,19.19,38.38
TI00007578,T0002490,P000006,2,9.16,18.32
TI00007579,T0002491,P000012,1,42.38,42.38
TI00007580,T0002491,P000016,1,49.09,49.09
TI00007581,T0002491,P000006,2,9.16,18.32
TI00007582,T0002491,P000017,2,43.77,87.54
TI00007583,T0002492,P000007,1,44.35,44.35
TI00007584,T0002493,P000009,1,33.09,33.09
TI00007585,T0002494,P000018,2,32.67,65.34
TI00007586,T0002495,P000010,2,43.23,86.46
TI00007587,T0002496,P000020,1,58.91,58.91
TI00007588,T0002496,P000009,1,33.09,33.09
TI00007589,T0002496,P000003,1,10.3,10.3
TI00007590,T0002496,P000016,1,49.09,49.09
TI00007591,T0002497,P000010,2,43.23,86.46
TI00007592,T0002497,P000020,1,58.91,58.91
TI00007593,T0002497,P000011,1,19.19,19.19
TI00007594,T0002497,P000017,2,43.77,87.54
TI00007595,T0002498,P000017,1,43.77,43.77
TI00007596,T0002498,P000010,3,43.23,129.69
TI00007597,T0002498,P000016,3,49.09,147.27
TI00007598,T0002498,P000019,4,32.28,129.12
TI00007599,T0002499,P000015,2,49.37,98.74
TI00007600,T0002499,P000003,2,10.3,20.6
TI00007601,T0002500,P000007,2,44.35,88.7
TI00007602,T0002500,P000003,3,10.3,30.9
TI00007603,T0002500,P000008,4,52.62,210.48
TI00007604,T0002500,P000018,4,32.67,130.68
TI00007605,T0002500,P000015,1,49.37,49.37
TI00007606,T0002501,P000018,3,32.67,98.01
TI00007607,T0002501,P000003,4,10.3,41.2
TI00007608,T0002501,P000009,1,33.09,33.09
TI00007609,T0002502,P000019,4,32.28,129.12
TI00007610,T0002502,P000007,4,44.35,177.4
TI00007611,T0002502,P000013,3,13.19,39.57
TI00007612,T0002502,P000020,2,58.91,117.82
TI00007613,T0002503,P000015,1,49.37,49.37
TI00007614,T0002503,P000019,1,32.28,32.28
TI00007615,T0002503,P000007,2,44.35,88.7
TI00007616,T0002503,P000001,3,27.25,81.75
TI00007617,T0002503,P000009,1,33.09,33.09
TI00007618,T0002504,P000011,3,19.19,57.57
TI00007619,T0002505,P000005,2,49.07,98.14
TI00007620,T0002505,P000002,3,56.39,169.17
TI00007621,T0002505,P000019,1,32.28,32.28
TI00007622,T0002505,P000013,1,13.19,13.19
TI00007623,T0002505,P000018,3,32.67,98.01
TI00007624,T0002506,P000014,2,24.75,49.5
TI00007625,T0002506,P000013,3,13.19,39.57
TI00007626,T0002507,P000014,2,24.75,49.5
TI00007627,T0002507,P000008,4,52.62,210.48
TI00007628,T0002508,P000007,2,44.35,88.7
TI00007629,T0002509,P000020,3,58.91,176.73
TI00007630,T0002509,P000019,1,32.28,32.28
TI00007631,T0002510,P000002,3,56.39,169.17
TI00007632,T0002510,P000013,2,13.19,26.38
TI00007633,T0002510,P000016,2,49.09,98.18
TI00007634,T0002511,P000019,3,32.28,96.84
TI00007635,T0002511,P000017,4,43.77,175.08
TI00007636,T0002511,P000006,2,9.16,18.32
TI00007637,T0002511,P000016,2,49.09,98.18
TI00007638,T0002511,P000002,3,56.39,169.17
TI00007639,T0002512,P000019,1,32.28,32.28
TI00007640,T0002513,P000020,2,58.91,117.82
TI00007641,T0002513,P000008,2,52.62,105.24
TI00007642,T0002514,P000020,3,58.91,176.73
TI00007643,T0002514,P000016,1,49.09,49.09
TI00007644,T0002514,P000008,1,52.62,52.62
TI00007645,T0002514,P000005,1,49.07,49.07
TI00007646,T0002515,P000020,3,58.91,176.73
TI00007647,T0002516,P000011,1,19.19,19.19
TI00007648,T0002517,P000003,3,10.3,30.9
TI00007649,T0002517,P000007,1,44.35,44.35
TI00007650,T0002518,P000002,4,56.39,225.56
TI00007651,T0002518,P000011,4,19.19,76.76
TI00007652,T0002518,P000014,1,24.75,24.75
TI00007653,T0002519,P000001,1,27.25,27.25
TI00007654,T0002519,P000005,3,49.07,147.21
TI00007655,T0002519,P000017,4,43.77,175.08
TI00007656,T0002520,P000010,4,43.23,172.92
TI00007657,T0002521,P000019,1,32.28,32.28
TI00007658,T0002521,P000011,3,19.19,57.57
TI00007659,T0002522,P000020,2,58.91,117.82
TI00007660,T0002522,P000002,1,56.39,56.39
TI00007661,T0002522,P000011,4,19.19,76.76
TI00007662,T0002522,P000006,3,9.16,27.48
TI00007663,T0002523,P000010,1,43.23,43.23
TI00007664,T0002523,P000020,2,58.91,117.82
TI00007665,T0002524,P000005,1,49.07,49.07
TI00007666,T0002524,P000003,2,10.3,20.6
TI00007667,T0002524,P000014,2,24.75,49.5
TI00007668,T0002524,P000015,1,49.37,49.37
TI00007669,T0002524,P000019,3,32.28,96.84
TI00007670,T0002525,P000020,3,58.91,176.73
TI00007671,T0002526,P000007,4,44.35,177.4
TI00007672,T0002526,P000001,1,27.25,27.25
TI00007673,T0002526,P000019,2,32.28,64.56
TI00007674,T0002526,P000020,1,58.91,58.91
TI00007675,T0002526,P000004,1,39.36,39.36
TI00007676,T0002527,P000009,2,33.09,66.18
TI00007677,T0002527,P000005,2,49.07,98.14
TI00007678,T0002527,P000004,1,39.36,39.36
TI00007679,T0002528,P000005,4,49.07,196.28
TI00007680,T0002528,P000012,2,42.38,84.76
TI00007681,T0002529,P000011,2,19.19,38.38
TI00007682,T0002529,P000012,4,42.38,169.52
TI00007683,T0002529,P000013,2,13.19,26.38
TI00007684,T0002529,P000001,2,27.25,54.5
TI00007685,T0002529,P000007,4,44.35,177.4
TI00007686,T0002530,P000011,4,19.19,76.76
TI00007687,T0002530,P000002,3,56.39,169.17
TI00007688,T0002530,P000007,1,44.35,44.35
TI00007689,T0002531,P000003,4,10.3,41.2
TI00007690,T0002531,P000007,4,44.35,177.4
TI00007691,T0002531,P000005,3,49.07,147.21
TI00007692,T0002532,P000006,2,9.16,18.32
TI00007693,T0002532,P000002,4,56.39,225.56
TI00007694,T0002532,P000015,1,49.37,49.37
TI00007695,T0002532,P000007,3,44.35,133.05
TI00007696,T0002532,P000020,1,58.91,58.91
TI00007697,T0002533,P000015,2,49.37,98.74
TI00007698,T0002533,P000009,3,33.09,99.27
TI00007699,T0002533,P000019,3,32.28,96.84
TI00007700,T0002534,P000004,4,39.36,157.44
TI00007701,T0002534,P000009,4,33.09,132.36
TI00007702,T0002534,P000007,2,44.35,88.7
TI00007703,T0002534,P000020,2,58.91,117.82
TI00007704,T0002535,P000011,4,19.19,76.76
TI00007705,T0002535,P000019,3,32.28,96.84
TI00007706,T0002535,P000002,2,56.39,112.78
TI00007707,T0002535,P000003,3,10.3,30.9
TI00007708,T0002535,P000007,2,44.35,88.7
TI00007709,T0002536,P000002,4,56.39,225.56
TI00007710,T0002536,P000019,2,32.28,64.56
TI00007711,T0002536,P000018,2,32.67,65.34
TI00007712,T0002537,P000015,4,49.37,197.48
TI00007713,T0002538,P000017,2,43.77,87.54
TI00007714,T0002538,P000005,4,49.07,196.28
TI00007715,T0002538,P000013,2,13.19,26.38
TI00007716,T0002538,P000001,1,27.25,27.25
TI00007717,T0002539,P000005,4,49.07,196.28
TI00007718,T0002539,P000013,4,13.19,52.76
TI00007719,T0002539,P000012,1,42.38,42.38
TI00007720,T0002539,P000009,1,33.09,33.09
TI00007721,T0002540,P000004,1,39.36,39.36
TI00007722,T0002541,P000008,1,52.62,52.62
TI00007723,T0002541,P000006,1,9.16,9.16
TI00007724,T0002541,P000014,1,24.75,24.75
TI00007725,T0002542,P000016,2,49.09,98.18
TI00007726,T0002542,P000010,1,43.23,43.23
TI00007727,T0002542,P000013,4,13.19,52.76
TI00007728,T0002542,P000007,2,44.35,88.7
TI00007729,T0002542,P000011,2,19.19,38.38
TI00007730,T0002543,P000001,3,27.25,81.75
TI00007731,T0002544,P000009,1,33.09,33.09
TI00007732,T0002544,P000017,2,43.77,87.54
TI00007733,T0002545,P000004,2,39.36,78.72
TI00007734,T0002546,P000019,1,32.28,32.28
TI00007735,T0002547,P000009,1,33.09,33.09
TI00007736,T0002547,P000005,3,49.07,147.21
TI00007737,T0002547,P000012,4,42.38,169.52
TI00007738,T0002547,P000003,3,10.3,30.9
TI00007739,T0002547,P000016,2,49.09,98.18
TI00007740,T0002548,P000002,2,56.39,112.78
TI00007741,T0002548,P000020,1,58.91,58.91
TI00007742,T0002548,P000012,3,42.38,127.14
TI00007743,T0002548,P000006,4,9.16,36.64
TI00007744,T0002549,P000007,2,44.35,88.7
TI00007745,T0002549,P000011,3,19.19,57.57
TI00007746,T0002549,P000014,2,24.75,49.5
TI00007747,T0002549,P000008,2,52.62,105.24
TI00007748,T0002549,P000006,1,9.16,9.16
TI00007749,T0002550,P000008,2,52.62,105.24
TI00007750,T0002550,P000005,1,49.07,49.07
TI00007751,T0002550,P000014,3,24.75,74.25
TI00007752,T0002551,P000017,4,43.77,175.08
TI00007753,T0002551,P000015,3,49.37,148.11
TI00007754,T0002551,P000012,4,42.38,169.52
TI00007755,T0002551,P000010,3,43.23,129.69
TI00007756,T0002551,P000003,3,10.3,30.9
TI00007757,T0002552,P000001,1,27.25,27.25
TI00007758,T0002553,P000015,2,49.37,98.74
TI00007759,T0002553,P000018,4,32.67,130.68
TI00007760,T0002553,P000017,4,43.77,175.08
TI00007761,T0002553,P000012,3,42.38,127.14
TI00007762,T0002554,P000003,4,10.3,41.2
TI00007763,T0002555,P000016,1,49.09,49.09
TI00007764,T0002555,P000001,2,27.25,54.5
TI00007765,T0002555,P000002,4,56.39,225.56
TI00007766,T0002555,P000008,4,52.62,210.48
TI00007767,T0002555,P000010,1,43.23,43.23
