loyalty_id,customer_id,loyalty_tier,points_balance,enrollment_date,account_status
L003544,C002375,Bronze,7153,2025-02-09,Active
L003545,C002578,Silver,7117,2025-07-31,Inactive
L003546,C001633,Platinum,4372,2023-11-11,Active
L003547,C004833,Gold,7623,2025-07-30,Active
L003548,C002299,Gold,267,2024-04-10,Inactive
L003549,C005034,Platinum,164,2022-08-17,Active
L003550,C000157,Platinum,2736,2025-01-10,Active
L003551,C008047,Gold,1346,2022-07-16,Active
L003552,C006707,Silver,7577,2023-09-28,Inactive
L003553,C003350,Gold,4489,2026-01-25,Active
L003554,C002880,Gold,1402,2024-04-15,Active
L003555,C003414,Bronze,4692,2026-04-24,Inactive
L003556,C007769,Platinum,8161,2025-08-22,Active
L003557,C004190,Platinum,9162,2026-06-14,Active
L003558,C009611,Gold,111,2026-03-29,Active
L003559,C009735,Gold,1598,2025-03-31,Active
L003560,C007252,Platinum,5196,2026-01-08,Active
L003561,C007614,Platinum,7988,2022-11-03,Active
L003562,C006920,Silver,4779,2025-02-11,Active
L003563,C009682,Silver,2751,2024-01-11,Active
L003564,C009672,Platinum,6304,2025-04-22,Active
L003565,C004795,Platinum,9088,2025-07-07,Active
L003566,C005655,Gold,4954,2026-07-03,Active
L003567,C002496,Platinum,7720,2025-09-05,Active
L003568,C007305,Silver,605,2023-12-21,Inactive
L003569,C002373,Gold,3752,2026-04-16,Active
L003570,C004092,Gold,6285,2026-04-13,Active
L003571,C009472,Gold,9841,2024-08-19,Active
L003572,C003462,Silver,9848,2026-02-23,Active
L003573,C007007,Silver,1877,2022-10-22,Active
L003574,C005392,Platinum,6483,2026-06-20,Active
L003575,C007173,Platinum,8526,2026-01-11,Inactive
L003576,C005697,Gold,9757,2026-05-04,Inactive
L003577,C005665,Platinum,8854,2025-12-19,Inactive
L003578,C004504,Gold,2130,2026-06-09,Active
L003579,C002551,Platinum,3901,2025-04-16,Active
L003580,C004716,Platinum,4370,2025-07-05,Inactive
L003581,C000848,Bronze,340,2025-07-07,Active
L003582,C003345,Gold,870,2025-12-04,Inactive
L003583,C000939,Bronze,3769,2026-05-01,Inactive
L003584,C004826,Bronze,4291,2026-06-22,Active
L003585,C009694,Silver,8409,2026-01-22,Active
L003586,C008864,Silver,9852,2025-08-30,Active
L003587,C008611,Silver,1139,2026-07-06,Inactive
L003588,C005355,Platinum,7583,2026-03-29,Active
L003589,C005478,Platinum,5300,2024-03-10,Active
L003590,C009724,Platinum,260,2024-09-12,Active
L003591,C000757,Gold,1219,2025-11-09,Active
L003592,C004751,Gold,1783,2024-09-14,Inactive
L003593,C002645,Silver,9303,2025-02-21,Inactive
L003594,C004163,Bronze,615,2025-07-03,Inactive
L003595,C008649,Gold,7405,2023-11-16,Active
L003596,C003166,Gold,4475,2025-03-27,Active
L003597,C006498,Silver,3798,2024-05-23,Active
L003598,C005988,Platinum,8294,2026-04-26,Active
L003599,C003874,Platinum,5346,2026-05-21,Inactive
L003600,C007752,Platinum,7097,2026-02-04,Active
L003601,C006524,Silver,8051,2023-06-27,Active
L003602,C003419,Gold,6837,2026-03-31,Active
L003603,C009905,Bronze,7401,2025-12-31,Active
L003604,C002062,Gold,6060,2025-12-29,Active
L003605,C000550,Silver,3364,2026-03-22,Active
L003606,C004454,Silver,2909,2025-10-30,Active
L003607,C002813,Silver,9197,2026-06-12,Inactive
L003608,C008778,Silver,9208,2024-08-04,Inactive
L003609,C008996,Bronze,932,2024-08-23,Active
L003610,C002550,Gold,4147,2025-02-12,Active
L003611,C006070,Silver,1261,2023-12-06,Inactive
L003612,C003170,Platinum,6615,2026-05-12,Inactive
L003613,C007055,Bronze,5177,2025-09-16,Active
L003614,C004829,Bronze,5398,2025-09-04,Active
L003615,C009571,Bronze,8559,2026-05-11,Active
L003616,C001260,Gold,2011,2024-05-28,Active
L003617,C008713,Silver,1942,2026-06-17,Active
L003618,C003662,Gold,4770,2024-11-15,Active
L003619,C007923,Silver,5558,2026-01-29,Active
L003620,C001025,Gold,3772,2024-06-27,Active
L003621,C004966,Silver,8070,2025-10-30,Active
L003622,C000753,Silver,6665,2022-08-29,Active
L003623,C003943,Silver,4869,2025-10-28,Active
L003624,C003711,Gold,6999,2025-11-10,Active
L003625,C009961,Gold,1804,2024-12-30,Active
L003626,C001952,Bronze,8487,2024-11-23,Active
L003627,C006315,Silver,9296,2024-10-18,Inactive
L003628,C000352,Silver,6608,2022-06-16,Active
L003629,C001512,Bronze,1747,2025-08-22,Active
L003630,C004830,Gold,3213,2023-09-12,Active
L003631,C009617,Silver,8765,2025-04-17,Active
L003632,C003747,Silver,994,2025-01-16,Active
L003633,C005800,Platinum,4520,2026-04-29,Active
L003634,C000702,Silver,9890,2026-02-17,Inactive
L003635,C003694,Bronze,5731,2025-03-11,Active
L003636,C004615,Bronze,5195,2026-06-02,Inactive
L003637,C007214,Platinum,8756,2022-12-08,Active
L003638,C000562,Bronze,6344,2026-02-17,Active
L003639,C002319,Platinum,7563,2026-05-04,Active
L003640,C003099,Silver,386,2022-11-29,Active
L003641,C004839,Platinum,949,2026-05-21,Active
L003642,C003151,Platinum,1020,2023-09-06,Active
L003643,C005609,Gold,617,2025-07-24,Inactive
L003644,C004300,Platinum,4251,2025-10-12,Inactive
L003645,C004619,Gold,6279,2025-05-06,Inactive
L003646,C004075,Bronze,8855,2026-03-23,Active
L003647,C003995,Gold,2903,2025-12-20,Inactive
L003648,C006374,Bronze,5001,2026-06-03,Active
L003649,C006168,Platinum,8500,2026-02-19,Active
L003650,C001048,Gold,2141,2026-01-31,Active
L003651,C002940,Silver,1080,2023-01-28,Inactive
L003652,C001809,Bronze,4332,2025-08-08,Inactive
L003653,C003167,Gold,3474,2023-04-24,Active
L003654,C000415,Bronze,6634,2026-03-30,Active
L003655,C001341,Platinum,8468,2025-11-28,Inactive
L003656,C009372,Bronze,716,2025-10-30,Inactive
L003657,C007741,Platinum,8332,2025-06-14,Inactive
L003658,C005061,Platinum,5393,2025-05-11,Active
L003659,C004634,Gold,4720,2025-07-20,Inactive
L003660,C004610,Silver,8856,2025-08-05,Inactive
L003661,C007367,Bronze,170,2024-05-07,Active
L003662,C001470,Silver,8189,2023-12-07,Active
L003663,C001711,Bronze,5277,2026-05-17,Active
L003664,C006271,Platinum,1993,2024-04-04,Active
L003665,C008733,Platinum,2071,2025-06-16,Active
L003666,C002272,Bronze,1761,2026-04-21,Active
L003667,C001584,Bronze,7196,2023-11-15,Active
L003668,C001413,Silver,6675,2026-01-07,Active
L003669,C004112,Gold,9991,2025-12-13,Inactive
L003670,C007653,Silver,1980,2026-03-28,Inactive
L003671,C006694,Silver,3386,2026-05-29,Active
L003672,C001723,Silver,6337,2026-05-31,Active
L003673,C002025,Platinum,2260,2025-12-01,Active
L003674,C002213,Gold,5204,2024-12-18,Active
L003675,C001508,Bronze,5383,2025-12-03,Active
L003676,C002623,Bronze,262,2024-03-22,Inactive
L003677,C005291,Platinum,9434,2024-03-09,Active
L003678,C009129,Platinum,5400,2023-05-31,Inactive
L003679,C001322,Platinum,2294,2026-06-10,Active
L003680,C000843,Gold,6298,2023-10-27,Active
L003681,C001147,Bronze,5878,2026-06-15,Active
L003682,C003625,Silver,1769,2024-05-19,Inactive
L003683,C004281,Bronze,3202,2026-06-18,Inactive
L003684,C009011,Silver,4318,2026-01-08,Inactive
L003685,C008987,Platinum,1193,2024-08-18,Active
L003686,C004682,Silver,9406,2024-12-13,Inactive
L003687,C000464,Silver,2609,2026-04-04,Active
L003688,C001755,Gold,3584,2025-01-15,Inactive
L003689,C003937,Gold,5573,2026-06-17,Active
L003690,C007934,Platinum,4222,2023-10-06,Active
L003691,C009461,Platinum,5343,2025-03-29,Inactive
L003692,C004402,Platinum,8297,2024-04-02,Inactive
L003693,C004701,Bronze,5043,2026-01-15,Active
L003694,C008992,Gold,9882,2025-11-27,Active
L003695,C000379,Gold,7010,2024-09-10,Active
L003696,C003107,Silver,9027,2024-10-03,Active
L003697,C008216,Bronze,344,2026-04-28,Active
L003698,C001336,Silver,9040,2026-07-06,Active
L003699,C001224,Silver,9974,2024-05-25,Active
L003700,C003849,Silver,3009,2025-02-09,Inactive
L003701,C002717,Silver,6202,2025-11-08,Inactive
L003702,C006838,Bronze,147,2024-05-17,Active
L003703,C002953,Gold,3198,2026-06-02,Active
L003704,C001351,Silver,5507,2026-05-29,Active
L003705,C001083,Platinum,7026,2026-06-17,Active
L003706,C006454,Gold,7616,2026-06-29,Active
L003707,C001812,Platinum,3512,2025-07-25,Active
L003708,C004122,Gold,242,2026-04-13,Active
L003709,C001352,Silver,2706,2025-09-14,Active
L003710,C007818,Platinum,36,2025-08-17,Active
L003711,C008797,Silver,4502,2024-08-21,Active
L003712,C001895,Platinum,7496,2025-11-30,Active
L003713,C006640,Bronze,9260,2023-09-29,Active
L003714,C000566,Gold,4822,2024-08-19,Active
L003715,C003904,Gold,2487,2025-11-28,Active
L003716,C007101,Gold,4984,2026-04-03,Active
L003717,C003674,Platinum,8490,2025-07-27,Active
L003718,C004367,Silver,1373,2025-08-29,Active
L003719,C007546,Gold,4687,2025-11-24,Active
L003720,C001213,Gold,5997,2025-12-05,Inactive
L003721,C001190,Gold,3779,2022-06-05,Active
L003722,C003956,Silver,7375,2025-09-14,Active
L003723,C000899,Bronze,2598,2025-08-18,Inactive
L003724,C004787,Platinum,291,2025-05-26,Inactive
L003725,C008093,Platinum,4035,2023-03-05,Active
L003726,C004603,Platinum,3120,2026-06-16,Inactive
L003727,C008897,Silver,8310,2026-01-17,Active
L003728,C003455,Platinum,856,2025-06-08,Active
L003729,C003610,Platinum,6915,2025-07-18,Active
L003730,C008158,Platinum,3595,2025-09-23,Active
L003731,C008766,Silver,3180,2026-01-03,Active
L003732,C009678,Gold,336,2026-05-01,Active
L003733,C007573,Gold,105,2024-10-10,Active
L003734,C003910,Platinum,6203,2025-05-23,Active
L003735,C004029,Gold,8991,2025-10-23,Active
L003736,C003932,Platinum,9951,2025-06-26,Inactive
L003737,C002333,Platinum,8402,2024-09-29,Active
L003738,C007303,Platinum,4973,2026-07-04,Inactive
L003739,C002263,Silver,4931,2026-03-25,Active
L003740,C009261,Gold,5605,2026-06-24,Active
L003741,C005782,Silver,3621,2025-03-15,Active
L003742,C002596,Gold,4785,2026-01-13,Active
L003743,C007201,Bronze,890,2025-12-29,Active
L003744,C003594,Bronze,1326,2026-06-16,Active
L003745,C005217,Platinum,2463,2026-05-13,Inactive
L003746,C001031,Silver,9292,2025-02-23,Active
L003747,C007434,Gold,4803,2025-09-17,Active
L003748,C007878,Platinum,8895,2022-08-10,Active
L003749,C008824,Gold,3900,2026-05-26,Inactive
L003750,C008237,Platinum,2503,2024-09-28,Inactive
L003751,C005734,Silver,1824,2024-07-04,Active
L003752,C005379,Bronze,8037,2025-08-02,Active
L003753,C007763,Platinum,1001,2024-08-08,Active
L003754,C001756,Silver,3447,2024-01-23,Inactive
L003755,C007356,Silver,8821,2026-03-21,Active
L003756,C004162,Bronze,6085,2025-03-27,Active
L003757,C000232,Gold,8331,2024-04-02,Active
L003758,C008105,Silver,9552,2021-11-03,Active
L003759,C000111,Silver,745,2025-12-30,Active
L003760,C005458,Silver,1407,2025-04-26,Active
L003761,C006709,Platinum,4400,2023-12-12,Active
L003762,C002515,Silver,1215,2025-03-15,Active
L003763,C005962,Gold,295,2024-08-13,Active
L003764,C004280,Gold,913,2026-04-27,Active
L003765,C004721,Bronze,8511,2024-06-10,Active
L003766,C002918,Bronze,9180,2026-01-18,Active
L003767,C009391,Silver,4668,2025-03-07,Active
L003768,C002993,Bronze,3254,2025-03-10,Active
L003769,C002318,Silver,1690,2025-11-13,Inactive
L003770,C004848,Gold,3630,2025-06-13,Active
L003771,C004293,Platinum,2552,2026-03-23,Active
L003772,C006992,Silver,4290,2025-06-14,Active
L003773,C001516,Bronze,3633,2025-05-28,Inactive
L003774,C000217,Platinum,5298,2026-03-28,Inactive
L003775,C009214,Platinum,8086,2024-11-21,Inactive
L003776,C009062,Platinum,2468,2024-08-05,Inactive
L003777,C008418,Bronze,2172,2022-08-19,Active
L003778,C002264,Bronze,8076,2024-02-02,Inactive
L003779,C005327,Bronze,6067,2025-03-11,Inactive
L003780,C006841,Bronze,990,2024-08-06,Inactive
L003781,C008499,Platinum,7309,2026-06-13,Active
L003782,C006011,Silver,1829,2026-02-07,Active
L003783,C000894,Silver,7746,2026-04-20,Inactive
L003784,C001491,Gold,417,2025-08-25,Active
L003785,C003004,Bronze,6149,2026-06-19,Active
L003786,C001851,Platinum,2797,2023-02-04,Inactive
L003787,C005200,Gold,3100,2026-07-03,Active
L003788,C006381,Platinum,231,2026-03-25,Active
L003789,C000325,Gold,8264,2025-05-08,Active
L003790,C001216,Gold,200,2025-09-18,Active
L003791,C002900,Gold,1899,2024-06-30,Active
L003792,C002934,Bronze,7623,2025-05-02,Active
L003793,C003659,Platinum,9147,2026-06-22,Active
L003794,C008679,Platinum,2059,2024-05-02,Active
L003795,C006674,Bronze,9874,2026-06-08,Active
L003796,C007973,Platinum,5525,2025-01-28,Active
L003797,C008587,Silver,9919,2026-05-23,Inactive
L003798,C006170,Silver,4184,2023-06-21,Active
L003799,C009725,Gold,1298,2024-12-22,Inactive
L003800,C001130,Bronze,8084,2025-09-01,Active
L003801,C008857,Silver,9652,2024-01-20,Active
L003802,C002919,Gold,4668,2024-03-29,Active
L003803,C003903,Gold,8566,2024-10-10,Inactive
L003804,C007948,Platinum,245,2026-05-15,Active
L003805,C009098,Silver,1410,2024-03-06,Active
L003806,C003828,Silver,4470,2022-08-03,Active
L003807,C004924,Platinum,409,2026-02-18,Active
L003808,C000209,Platinum,8509,2026-06-29,Active
L003809,C003255,Gold,6070,2023-06-06,Inactive
L003810,C002796,Gold,9283,2022-12-31,Active
L003811,C005107,Platinum,471,2026-05-02,Active
L003812,C009012,Bronze,1258,2026-01-19,Active
L003813,C000799,Platinum,773,2024-11-22,Active
L003814,C009106,Bronze,3505,2023-04-19,Active
L003815,C000735,Platinum,5588,2026-03-09,Active
L003816,C002245,Bronze,8213,2025-07-19,Active
L003817,C000179,Silver,8966,2023-09-26,Active
L003818,C005831,Gold,2707,2025-08-08,Active
L003819,C007009,Gold,3285,2026-04-22,Inactive
L003820,C001175,Silver,1213,2024-10-15,Active
L003821,C006643,Silver,5002,2026-03-12,Active
L003822,C005849,Gold,6688,2025-01-29,Inactive
L003823,C001832,Gold,7270,2026-02-13,Active
L003824,C007996,Gold,2591,2025-10-13,Active
L003825,C009280,Silver,3723,2025-08-18,Active
L003826,C007898,Gold,5990,2024-02-15,Active
L003827,C008598,Gold,9090,2025-04-17,Active
L003828,C008523,Platinum,5818,2025-10-11,Inactive
L003829,C000199,Silver,4472,2026-05-25,Active
L003830,C007929,Bronze,389,2025-10-08,Inactive
L003831,C007077,Platinum,6200,2025-02-05,Active
L003832,C009285,Bronze,2913,2025-02-12,Inactive
L003833,C001098,Gold,7908,2026-02-12,Active
L003834,C000549,Platinum,6651,2024-12-09,Active
L003835,C006909,Silver,9083,2024-01-16,Active
L003836,C008230,Platinum,2256,2023-03-15,Active
L003837,C004707,Silver,3389,2024-07-31,Active
L003838,C006913,Platinum,7812,2026-04-17,Active
L003839,C003370,Gold,5098,2026-04-11,Active
L003840,C007584,Platinum,4905,2022-04-11,Active
L003841,C002533,Bronze,1484,2026-04-26,Inactive
L003842,C004056,Gold,323,2026-03-15,Inactive
L003843,C002315,Bronze,3852,2025-11-03,Active
L003844,C006654,Gold,8746,2024-09-27,Active
L003845,C006886,Platinum,977,2024-10-17,Active
L003846,C005938,Gold,2247,2024-08-26,Active
L003847,C002816,Bronze,9728,2021-09-16,Inactive
L003848,C003438,Bronze,2734,2026-02-09,Active
L003849,C003881,Platinum,3349,2025-05-30,Active
L003850,C004158,Silver,6702,2026-04-29,Active
L003851,C000067,Platinum,6950,2025-10-31,Active
L003852,C007867,Silver,9987,2026-02-26,Inactive
L003853,C000617,Gold,3238,2025-01-04,Active
L003854,C001119,Bronze,4600,2024-07-20,Inactive
L003855,C003261,Silver,3094,2026-04-26,Active
L003856,C003402,Gold,1466,2025-05-21,Inactive
L003857,C003693,Silver,9963,2023-07-14,Active
L003858,C000938,Silver,5341,2026-05-17,Active
L003859,C006605,Platinum,4839,2025-01-07,Active
L003860,C002573,Bronze,5452,2026-04-07,Inactive
L003861,C007537,Platinum,5986,2026-03-03,Active
L003862,C006325,Silver,1160,2025-11-14,Active
L003863,C000623,Bronze,8132,2024-09-11,Active
L003864,C001682,Bronze,1496,2025-07-29,Active
L003865,C002127,Gold,7018,2023-01-13,Active
L003866,C000788,Bronze,1240,2025-07-02,Active
L003867,C003333,Platinum,5530,2025-03-16,Inactive
L003868,C007237,Silver,1068,2025-02-08,Active
L003869,C001093,Bronze,9277,2026-05-19,Active
L003870,C009104,Platinum,6221,2025-05-26,Active
L003871,C005021,Platinum,7618,2024-05-09,Active
L003872,C009354,Silver,7152,2024-12-27,Active
L003873,C005945,Gold,3722,2026-01-15,Active
L003874,C003281,Bronze,3148,2026-06-09,Active
L003875,C008187,Bronze,3262,2023-11-09,Active
L003876,C002202,Silver,4154,2024-03-20,Active
L003877,C001161,Silver,8478,2023-11-05,Active
L003878,C005582,Bronze,7670,2025-09-29,Active
L003879,C003593,Gold,4034,2026-04-30,Active
L003880,C003953,Bronze,3114,2023-09-20,Inactive
L003881,C009692,Platinum,9207,2026-01-28,Active
L003882,C006248,Bronze,7254,2026-02-10,Active
L003883,C004154,Silver,4764,2026-03-10,Active
L003884,C000479,Bronze,9181,2022-12-12,Inactive
L003885,C001353,Bronze,3386,2024-10-16,Inactive
L003886,C004310,Platinum,9183,2024-03-28,Active
L003887,C005699,Platinum,3838,2025-02-12,Active
L003888,C002648,Platinum,6824,2026-04-29,Active
L003889,C008461,Silver,2860,2024-03-24,Active
L003890,C008199,Silver,6417,2025-08-23,Active
L003891,C007690,Bronze,6854,2025-02-21,Active
L003892,C009258,Platinum,9677,2024-06-19,Inactive
L003893,C002590,Platinum,9627,2024-07-31,Active
L003894,C001034,Silver,7864,2023-09-12,Active
L003895,C004687,Gold,619,2024-10-08,Active
L003896,C005012,Bronze,4006,2025-07-17,Active
L003897,C002599,Bronze,840,2024-07-02,Active
L003898,C005820,Platinum,8008,2026-07-03,Inactive
L003899,C004609,Bronze,5250,2023-09-30,Inactive
L003900,C008471,Silver,362,2026-05-06,Inactive
L003901,C009041,Platinum,8493,2026-03-03,Active
L003902,C007451,Bronze,620,2026-04-23,Active
L003903,C004672,Gold,5561,2026-05-12,Active
L003904,C005584,Gold,7881,2026-07-03,Active
L003905,C003718,Gold,5523,2025-02-01,Inactive
L003906,C009328,Bronze,912,2023-05-28,Inactive
L003907,C003929,Gold,2334,2022-01-18,Active
L003908,C003618,Silver,9300,2023-06-06,Inactive
L003909,C001426,Silver,1098,2025-07-28,Active
L003910,C009379,Platinum,7534,2023-10-05,Active
L003911,C002920,Bronze,7057,2026-03-15,Inactive
L003912,C003820,Gold,7269,2026-04-07,Active
L003913,C001872,Platinum,1814,2023-05-04,Inactive
L003914,C005488,Bronze,2774,2026-03-01,Active
L003915,C000481,Bronze,4638,2026-05-11,Active
L003916,C005973,Platinum,1051,2025-06-17,Active
L003917,C009601,Gold,3102,2026-01-30,Active
L003918,C002889,Silver,8673,2022-12-23,Active
L003919,C006687,Bronze,2065,2025-12-14,Active
L003920,C006316,Silver,1561,2026-05-29,Active
L003921,C000528,Bronze,3701,2025-11-10,Active
L003922,C004130,Platinum,6619,2026-04-13,Inactive
L003923,C000723,Platinum,4321,2025-07-10,Active
L003924,C005121,Platinum,6226,2026-06-14,Active
L003925,C004723,Gold,7719,2026-02-10,Active
L003926,C000221,Silver,8573,2023-04-19,Active
L003927,C009189,Silver,4302,2024-02-20,Active
L003928,C001936,Bronze,9893,2025-09-19,Inactive
L003929,C000345,Bronze,2727,2025-09-13,Active
L003930,C008333,Platinum,4660,2023-04-14,Active
L003931,C009675,Bronze,9717,2026-05-21,Active
L003932,C004484,Platinum,1379,2026-05-06,Active
L003933,C009707,Platinum,1219,2024-12-27,Active
L003934,C008487,Platinum,6947,2025-09-16,Active
L003935,C009217,Platinum,5627,2025-03-10,Active
L003936,C006904,Platinum,8213,2026-04-09,Inactive
L003937,C009155,Gold,6133,2024-11-28,Active
L003938,C005961,Platinum,9027,2024-12-31,Active
L003939,C007035,Platinum,1303,2025-10-03,Inactive
L003940,C006052,Bronze,6847,2025-05-04,Active
L003941,C002392,Bronze,1357,2026-07-04,Active
L003942,C007182,Gold,2728,2023-04-17,Active
L003943,C004329,Platinum,93,2025-05-25,Active
L003944,C006453,Gold,6052,2026-03-23,Active
L003945,C001984,Silver,6053,2025-05-27,Inactive
L003946,C008247,Platinum,1812,2024-04-23,Active
L003947,C001555,Bronze,3237,2026-01-30,Active
L003948,C004851,Silver,1459,2024-05-30,Active
L003949,C009096,Gold,1575,2025-06-30,Inactive
L003950,C009923,Gold,4975,2025-07-10,Active
L003951,C007533,Platinum,9000,2026-02-01,Inactive
L003952,C006854,Silver,798,2024-05-29,Active
L003953,C004642,Gold,6312,2025-09-18,Active
L003954,C002882,Gold,4259,2026-03-07,Active
L003955,C001678,Silver,4833,2024-11-30,Inactive
L003956,C004886,Silver,4924,2025-11-25,Active
L003957,C001965,Platinum,5838,2026-06-07,Active
L003958,C000902,Gold,4702,2025-02-03,Inactive
L003959,C007131,Silver,5135,2025-10-17,Active
L003960,C003069,Bronze,4530,2021-12-04,Active
L003961,C002297,Silver,1406,2024-12-31,Active
L003962,C006238,Gold,8241,2023-08-16,Active
L003963,C005863,Gold,2118,2023-04-29,Active
L003964,C000297,Bronze,5345,2023-08-09,Active
L003965,C008779,Silver,7022,2025-06-18,Active
L003966,C000058,Gold,9798,2024-10-26,Active
L003967,C007243,Platinum,2134,2024-04-09,Inactive
L003968,C004386,Platinum,6692,2026-06-08,Active
L003969,C002985,Bronze,5890,2026-04-28,Inactive
L003970,C000028,Silver,7529,2023-09-26,Active
L003971,C004408,Gold,1016,2026-03-06,Active
L003972,C009878,Bronze,484,2026-06-13,Active
L003973,C002677,Bronze,8264,2026-03-08,Active
L003974,C008546,Silver,3018,2025-03-11,Active
L003975,C005263,Bronze,3775,2023-08-20,Active
L003976,C005842,Bronze,2661,2026-02-06,Active
L003977,C007022,Platinum,2522,2023-02-16,Active
L003978,C003249,Gold,285,2026-05-15,Inactive
L003979,C005668,Silver,5667,2026-06-03,Active
L003980,C003885,Silver,8792,2023-07-30,Active
L003981,C007664,Bronze,7195,2026-02-18,Active
L003982,C000296,Platinum,3370,2026-05-07,Active
L003983,C003162,Gold,8128,2023-01-14,Active
L003984,C002581,Silver,56,2025-02-25,Inactive
L003985,C003871,Platinum,2226,2025-08-26,Active
L003986,C009211,Gold,2723,2025-12-29,Active
L003987,C004405,Bronze,1405,2024-10-15,Active
L003988,C006953,Platinum,1869,2026-02-24,Active
L003989,C000649,Platinum,8132,2026-03-11,Active
L003990,C001371,Platinum,4186,2026-01-24,Inactive
L003991,C009856,Silver,5653,2024-04-13,Active
L003992,C006993,Silver,9709,2026-02-22,Active
L003993,C005533,Silver,5810,2026-06-11,Inactive
L003994,C009621,Bronze,1801,2025-12-03,Active
L003995,C005709,Platinum,3304,2026-06-19,Inactive
L003996,C004210,Bronze,9563,2026-01-28,Active
L003997,C000682,Silver,1453,2025-05-22,Active
L003998,C000435,Bronze,8303,2024-12-26,Active
L003999,C009310,Silver,8549,2025-03-05,Active
L004000,C004825,Silver,229,2025-05-24,Active
L004001,C009762,Bronze,6105,2025-03-16,Active
L004002,C003160,Gold,7285,2025-12-29,Active
L004003,C001490,Bronze,665,2026-06-16,Active
L004004,C002988,Platinum,2817,2025-02-27,Active
L004005,C000813,Bronze,6498,2023-11-07,Active
L004006,C001883,Silver,5286,2025-09-10,Active
L004007,C009268,Gold,402,2025-09-15,Active
L004008,C004937,Silver,9951,2026-03-16,Active
L004009,C009936,Silver,6510,2025-06-25,Inactive
L004010,C001941,Bronze,5061,2025-12-06,Active
L004011,C003297,Platinum,6550,2025-01-14,Active
L004012,C003535,Gold,2265,2025-09-21,Active
L004013,C004526,Silver,2288,2023-08-19,Active
L004014,C003730,Bronze,8584,2025-03-28,Active
L004015,C007016,Platinum,8648,2026-04-10,Active
L004016,C001613,Platinum,4186,2023-07-03,Active
L004017,C001182,Gold,1185,2026-06-09,Active
L004018,C001376,Silver,683,2025-03-16,Active
L004019,C009225,Platinum,7388,2026-05-13,Active
L004020,C003947,Bronze,605,2022-10-08,Active
L004021,C007211,Platinum,1916,2025-12-05,Active
L004022,C005212,Bronze,6269,2024-10-11,Active
L004023,C000064,Bronze,1239,2025-09-12,Active
L004024,C000627,Platinum,4175,2025-10-28,Active
L004025,C004422,Silver,5897,2024-12-18,Active
L004026,C001670,Platinum,6741,2024-05-19,Active
L004027,C002113,Bronze,3872,2023-09-02,Active
L004028,C005805,Gold,2318,2022-05-17,Active
L004029,C009764,Silver,3050,2023-09-02,Active
L004030,C004033,Bronze,3710,2025-09-17,Active
L004031,C006546,Gold,192,2026-06-02,Active
L004032,C007949,Silver,2176,2024-07-01,Active
L004033,C000085,Platinum,7314,2026-02-08,Active
L004034,C009181,Silver,1889,2025-08-07,Inactive
L004035,C001463,Platinum,8220,2024-12-01,Active
L004036,C002284,Platinum,1168,2022-08-06,Active
L004037,C002888,Silver,323,2026-06-16,Active
L004038,C005835,Gold,9523,2026-03-22,Active
L004039,C000685,Gold,1122,2026-05-02,Active
L004040,C004470,Platinum,1021,2026-01-18,Active
L004041,C000419,Silver,8763,2025-12-07,Inactive
L004042,C005229,Bronze,6082,2023-10-17,Active
L004043,C004254,Platinum,6183,2025-02-22,Inactive
L004044,C002710,Silver,6988,2025-09-21,Active
L004045,C002358,Silver,7834,2026-03-24,Inactive
L004046,C008060,Platinum,2966,2026-05-18,Active
L004047,C001367,Silver,8676,2026-05-06,Active
L004048,C006278,Platinum,1140,2026-04-11,Inactive
L004049,C003917,Silver,7945,2026-01-15,Inactive
L004050,C000294,Silver,5822,2025-05-27,Inactive
L004051,C002640,Platinum,3296,2023-01-24,Active
L004052,C009459,Gold,1419,2025-11-16,Active
L004053,C001507,Bronze,1817,2025-12-28,Inactive
L004054,C009038,Silver,1665,2024-09-10,Active
L004055,C007394,Bronze,1132,2025-05-09,Active
L004056,C001635,Bronze,6973,2025-05-06,Active
L004057,C002458,Silver,4344,2025-05-11,Active
L004058,C009892,Silver,88,2024-05-23,Active
L004059,C005559,Platinum,1146,2023-04-03,Inactive
L004060,C009752,Platinum,9622,2026-03-07,Active
L004061,C002301,Silver,986,2022-05-03,Active
L004062,C004538,Bronze,7604,2026-05-23,Inactive
L004063,C002939,Bronze,2902,2026-05-20,Active
L004064,C001564,Gold,4350,2026-05-27,Active
L004065,C005690,Silver,7024,2026-06-02,Active
L004066,C008659,Platinum,9533,2026-04-01,Active
L004067,C007518,Silver,6858,2025-04-27,Active
L004068,C001980,Silver,1776,2022-09-12,Inactive
L004069,C001884,Silver,7913,2023-10-14,Active
L004070,C003804,Bronze,7194,2025-08-02,Inactive
L004071,C000439,Silver,1306,2025-12-06,Active
L004072,C004636,Gold,9218,2025-03-08,Active
L004073,C004529,Platinum,6536,2023-01-29,Active
L004074,C004333,Platinum,6983,2026-05-11,Active
L004075,C003574,Silver,7265,2025-06-02,Active
L004076,C008742,Platinum,6711,2025-10-19,Active
L004077,C008912,Gold,7701,2025-05-18,Active
L004078,C004818,Silver,542,2025-08-31,Active
L004079,C006436,Platinum,3085,2026-03-21,Active
L004080,C002987,Bronze,7129,2025-10-08,Inactive
L004081,C007839,Bronze,237,2024-09-04,Active
L004082,C000705,Silver,3583,2024-08-25,Inactive
