preference_id,customer_id,email_opt_in,sms_opt_in,preferred_language,preferred_channel,last_updated_date
PR005546,C005546,True,False,English,Email,2026-03-15
PR005547,C005547,False,False,English,None,2026-05-22
PR005548,C005548,True,False,English,None,2025-09-06
PR005549,C005549,True,True,English,Email,2024-04-20
PR005550,C005550,True,False,English,None,2024-04-04
PR005551,C005551,True,False,Spanish,None,2025-12-13
PR005552,C005552,False,False,English,None,2022-06-12
PR005553,C005553,True,False,English,Mobile App,2024-02-07
PR005554,C005554,True,True,Spanish,Email,2026-06-10
PR005555,C005555,True,True,Spanish,SMS,2026-04-11
PR005556,C005556,True,True,English,Mobile App,2024-06-04
PR005557,C005557,True,True,English,None,2025-05-17
PR005558,C005558,True,True,English,Mobile App,2025-05-22
PR005559,C005559,True,True,English,Email,2023-10-31
PR005560,C005560,False,True,Spanish,None,2026-03-09
PR005561,C005561,True,True,Spanish,Email,2026-06-23
PR005562,C005562,True,True,English,SMS,2026-05-18
PR005563,C005563,True,True,English,None,2026-05-21
PR005564,C005564,False,True,Spanish,None,2024-08-05
PR005565,C005565,False,True,English,SMS,2025-10-09
PR005566,C005566,True,True,English,Mobile App,2025-09-17
PR005567,C005567,True,True,English,Email,2025-07-22
PR005568,C005568,True,True,English,Email,2023-01-12
PR005569,C005569,True,True,English,Email,2024-12-26
PR005570,C005570,True,True,English,None,2024-10-31
PR005571,C005571,True,True,English,SMS,2026-01-28
PR005572,C005572,True,False,English,None,2022-02-16
PR005573,C005573,True,True,English,None,2026-02-09
PR005574,C005574,True,False,English,None,2026-02-26
PR005575,C005575,True,True,English,SMS,2025-08-03
PR005576,C005576,True,True,Spanish,Mobile App,2025-12-10
PR005577,C005577,True,True,Spanish,Mobile App,2026-05-09
PR005578,C005578,True,False,Spanish,Mobile App,2026-01-24
PR005579,C005579,True,False,English,None,2026-03-23
PR005580,C005580,False,False,Spanish,None,2026-07-06
PR005581,C005581,True,False,English,SMS,2025-05-18
PR005582,C005582,True,False,English,Email,2024-04-12
PR005583,C005583,True,False,English,None,2026-06-18
PR005584,C005584,True,True,Spanish,Mobile App,2026-05-06
PR005585,C005585,False,False,English,Email,2025-12-02
PR005586,C005586,True,True,Spanish,Email,2024-06-17
PR005587,C005587,True,True,English,None,2026-03-08
PR005588,C005588,True,False,Spanish,Email,2023-01-25
PR005589,C005589,True,True,Spanish,Email,2025-07-29
PR005590,C005590,True,False,English,None,2026-04-18
PR005591,C005591,True,False,Spanish,Email,2026-02-11
PR005592,C005592,False,True,English,Mobile App,2024-05-15
PR005593,C005593,False,True,English,Mobile App,2025-03-21
PR005594,C005594,True,True,English,SMS,2024-08-09
PR005595,C005595,True,False,English,Mobile App,2026-02-14
PR005596,C005596,True,True,English,None,2022-12-12
PR005597,C005597,True,True,English,Mobile App,2025-05-02
PR005598,C005598,True,True,English,None,2024-08-23
PR005599,C005599,False,True,English,SMS,2026-03-03
PR005600,C005600,True,True,Spanish,SMS,2026-07-05
PR005601,C005601,True,True,English,Mobile App,2022-10-01
PR005602,C005602,False,True,English,None,2024-02-29
PR005603,C005603,False,True,English,None,2026-06-07
PR005604,C005604,True,False,English,Email,2026-07-04
PR005605,C005605,True,True,English,None,2025-08-01
PR005606,C005606,True,False,Spanish,Mobile App,2023-10-12
PR005607,C005607,True,False,English,SMS,2024-01-22
PR005608,C005608,True,True,English,None,2025-12-31
PR005609,C005609,True,False,English,Email,2026-06-07
PR005610,C005610,True,True,English,Mobile App,2026-03-12
PR005611,C005611,True,False,English,None,2023-08-17
PR005612,C005612,True,False,English,None,2025-07-02
PR005613,C005613,True,False,English,Email,2026-03-30
PR005614,C005614,True,True,Spanish,None,2026-03-22
PR005615,C005615,True,True,Spanish,Mobile App,2026-07-05
PR005616,C005616,True,False,English,None,2025-10-11
PR005617,C005617,True,True,Spanish,SMS,2026-05-20
PR005618,C005618,True,False,English,Mobile App,2023-11-15
PR005619,C005619,True,True,English,SMS,2026-01-11
PR005620,C005620,False,True,English,SMS,2026-02-28
PR005621,C005621,True,True,English,Email,2025-12-01
PR005622,C005622,True,False,English,None,2024-06-20
PR005623,C005623,True,False,English,Mobile App,2026-04-27
PR005624,C005624,True,False,English,Email,2026-05-15
PR005625,C005625,True,True,English,Email,2025-08-02
PR005626,C005626,True,True,English,SMS,2022-11-29
PR005627,C005627,False,False,English,None,2026-05-31
PR005628,C005628,False,False,English,Email,2024-04-14
PR005629,C005629,True,True,English,None,2024-10-28
PR005630,C005630,False,True,Spanish,Mobile App,2025-07-19
PR005631,C005631,True,False,English,Mobile App,2025-11-29
PR005632,C005632,True,False,Spanish,SMS,2026-04-06
PR005633,C005633,True,False,English,None,2026-04-22
PR005634,C005634,True,False,English,Mobile App,2023-06-09
PR005635,C005635,True,True,English,None,2025-12-29
PR005636,C005636,True,True,Spanish,Mobile App,2026-06-18
PR005637,C005637,True,True,English,None,2022-08-17
PR005638,C005638,True,True,English,None,2025-11-09
PR005639,C005639,False,True,English,None,2025-10-01
PR005640,C005640,True,True,English,None,2022-11-12
PR005641,C005641,True,True,English,Email,2026-05-07
PR005642,C005642,True,False,English,Email,2026-03-20
PR005643,C005643,True,True,Spanish,Email,2026-04-28
PR005644,C005644,True,True,English,None,2025-12-23
PR005645,C005645,True,True,Spanish,Mobile App,2025-07-13
PR005646,C005646,True,True,Spanish,None,2025-11-16
PR005647,C005647,True,False,Spanish,Mobile App,2026-04-03
PR005648,C005648,False,True,English,SMS,2024-12-02
PR005649,C005649,False,True,Spanish,Email,2025-01-30
PR005650,C005650,False,True,English,SMS,2026-01-19
PR005651,C005651,True,False,English,None,2026-05-19
PR005652,C005652,False,True,English,Mobile App,2025-12-07
PR005653,C005653,True,False,English,SMS,2024-06-19
PR005654,C005654,True,False,Spanish,Mobile App,2026-05-06
PR005655,C005655,True,True,English,SMS,2025-11-08
PR005656,C005656,False,True,English,Email,2026-01-06
PR005657,C005657,True,False,English,SMS,2026-01-26
PR005658,C005658,True,False,English,Mobile App,2025-08-11
PR005659,C005659,True,True,English,Mobile App,2025-08-30
PR005660,C005660,False,True,Spanish,Mobile App,2025-09-22
PR005661,C005661,False,True,English,SMS,2024-12-03
PR005662,C005662,True,True,Spanish,None,2024-12-18
PR005663,C005663,False,True,Spanish,SMS,2026-05-25
PR005664,C005664,False,False,English,None,2026-05-04
PR005665,C005665,True,False,English,None,2022-02-25
PR005666,C005666,True,False,English,SMS,2025-07-24
PR005667,C005667,True,True,English,Email,2026-06-12
PR005668,C005668,True,False,English,Mobile App,2025-06-05
PR005669,C005669,False,True,Spanish,Mobile App,2025-02-05
PR005670,C005670,False,True,English,SMS,2025-08-30
PR005671,C005671,True,True,Spanish,SMS,2024-06-29
PR005672,C005672,False,True,English,SMS,2023-08-18
PR005673,C005673,True,True,Spanish,Mobile App,2025-08-27
PR005674,C005674,True,True,English,Email,2024-05-09
PR005675,C005675,False,True,English,SMS,2025-09-29
PR005676,C005676,True,True,English,SMS,2025-09-16
PR005677,C005677,False,False,Spanish,None,2026-01-02
PR005678,C005678,True,False,English,SMS,2025-10-04
PR005679,C005679,True,True,Spanish,SMS,2026-04-29
PR005680,C005680,True,True,English,SMS,2021-12-01
PR005681,C005681,True,False,English,Email,2023-10-29
PR005682,C005682,True,False,English,Mobile App,2026-01-07
PR005683,C005683,True,False,English,Email,2025-11-03
PR005684,C005684,True,True,English,None,2025-05-13
PR005685,C005685,True,True,English,None,2024-05-05
PR005686,C005686,True,True,English,None,2024-05-10
PR005687,C005687,True,False,English,Email,2026-04-04
PR005688,C005688,True,True,English,SMS,2024-09-05
PR005689,C005689,True,False,English,Mobile App,2024-10-05
PR005690,C005690,True,True,English,None,2024-11-25
PR005691,C005691,False,True,Spanish,SMS,2025-11-26
PR005692,C005692,True,False,English,SMS,2023-02-15
PR005693,C005693,True,True,English,None,2026-05-21
PR005694,C005694,True,False,English,Email,2024-10-17
PR005695,C005695,True,False,English,Mobile App,2025-07-01
PR005696,C005696,True,True,English,SMS,2022-12-13
PR005697,C005697,True,True,English,Email,2025-08-22
PR005698,C005698,True,True,English,SMS,2026-06-09
PR005699,C005699,True,True,English,None,2025-09-19
PR005700,C005700,True,False,English,None,2022-09-17
PR005701,C005701,True,True,English,Mobile App,2025-12-05
PR005702,C005702,True,False,Spanish,Email,2025-11-07
PR005703,C005703,False,True,English,Email,2026-05-28
PR005704,C005704,False,True,Spanish,Mobile App,2023-12-30
PR005705,C005705,True,False,English,SMS,2023-04-21
PR005706,C005706,True,True,English,SMS,2023-12-12
PR005707,C005707,True,True,English,None,2025-04-03
PR005708,C005708,True,True,English,SMS,2025-11-17
PR005709,C005709,True,False,Spanish,None,2026-05-23
PR005710,C005710,True,True,English,None,2026-03-26
PR005711,C005711,True,False,English,Mobile App,2026-03-25
PR005712,C005712,True,True,Spanish,Email,2025-08-30
PR005713,C005713,True,True,Spanish,None,2025-10-08
PR005714,C005714,True,False,English,Email,2025-10-21
PR005715,C005715,True,True,English,SMS,2025-04-05
PR005716,C005716,False,False,English,Email,2026-03-26
PR005717,C005717,True,False,Spanish,Mobile App,2026-01-16
PR005718,C005718,True,False,English,SMS,2025-03-07
PR005719,C005719,True,False,English,SMS,2025-08-30
PR005720,C005720,True,True,Spanish,Mobile App,2026-03-04
PR005721,C005721,False,False,English,Mobile App,2023-11-19
PR005722,C005722,True,True,Spanish,None,2024-03-06
PR005723,C005723,True,True,English,None,2025-08-01
PR005724,C005724,False,True,English,Email,2025-10-09
PR005725,C005725,True,False,Spanish,Mobile App,2025-11-30
PR005726,C005726,True,True,English,SMS,2025-02-15
PR005727,C005727,True,True,English,Mobile App,2024-09-02
PR005728,C005728,False,True,English,Mobile App,2023-11-13
PR005729,C005729,True,False,English,SMS,2023-05-21
PR005730,C005730,True,True,Spanish,Mobile App,2022-08-05
PR005731,C005731,True,True,English,Email,2023-10-01
PR005732,C005732,True,True,English,Mobile App,2026-04-29
PR005733,C005733,True,True,English,Mobile App,2025-12-06
PR005734,C005734,True,True,Spanish,Mobile App,2026-05-04
PR005735,C005735,True,True,English,None,2026-04-10
PR005736,C005736,False,False,Spanish,Email,2025-10-17
PR005737,C005737,True,True,English,SMS,2026-06-24
PR005738,C005738,True,True,English,SMS,2023-03-07
PR005739,C005739,True,False,English,Email,2025-07-13
PR005740,C005740,True,True,English,Email,2026-06-12
PR005741,C005741,True,True,English,SMS,2025-04-18
PR005742,C005742,True,False,Spanish,Mobile App,2026-04-16
PR005743,C005743,True,True,Spanish,Mobile App,2026-05-29
PR005744,C005744,True,False,English,None,2025-10-26
PR005745,C005745,False,True,English,None,2025-09-21
PR005746,C005746,False,True,English,Email,2024-02-23
PR005747,C005747,True,True,English,SMS,2023-11-17
PR005748,C005748,True,True,English,Mobile App,2026-01-20
PR005749,C005749,True,False,English,Email,2025-09-27
PR005750,C005750,True,True,English,None,2025-12-14
PR005751,C005751,True,False,English,Mobile App,2025-02-26
PR005752,C005752,True,True,English,SMS,2024-05-19
PR005753,C005753,True,True,English,None,2026-04-08
PR005754,C005754,True,False,English,Mobile App,2022-04-17
PR005755,C005755,True,True,Spanish,SMS,2025-02-02
PR005756,C005756,True,False,Spanish,None,2024-10-18
PR005757,C005757,True,True,English,Email,2026-03-04
PR005758,C005758,False,True,English,Mobile App,2023-02-19
PR005759,C005759,True,False,English,Email,2025-04-09
PR005760,C005760,False,False,English,SMS,2026-05-04
PR005761,C005761,True,False,Spanish,Mobile App,2026-05-06
PR005762,C005762,False,False,English,None,2022-11-25
PR005763,C005763,True,True,Spanish,Mobile App,2024-11-25
PR005764,C005764,True,True,English,Mobile App,2025-10-03
PR005765,C005765,True,False,Spanish,Mobile App,2024-08-15
PR005766,C005766,False,False,English,Mobile App,2025-06-16
PR005767,C005767,True,False,English,SMS,2026-06-28
PR005768,C005768,False,False,English,Email,2025-05-14
PR005769,C005769,False,False,Spanish,Email,2025-03-30
PR005770,C005770,True,False,English,Mobile App,2025-11-08
PR005771,C005771,True,False,English,Email,2026-04-29
PR005772,C005772,True,True,Spanish,Email,2024-12-30
PR005773,C005773,False,True,English,SMS,2026-06-14
PR005774,C005774,False,True,English,Mobile App,2024-05-27
PR005775,C005775,True,True,English,Mobile App,2026-05-06
PR005776,C005776,False,True,English,Email,2026-03-18
PR005777,C005777,True,True,Spanish,Email,2022-04-27
PR005778,C005778,True,True,Spanish,Mobile App,2025-11-10
PR005779,C005779,False,False,English,Email,2025-01-16
PR005780,C005780,True,True,Spanish,SMS,2025-08-18
PR005781,C005781,True,True,English,SMS,2026-01-24
PR005782,C005782,True,False,English,SMS,2025-10-15
PR005783,C005783,True,True,English,SMS,2023-01-15
PR005784,C005784,True,False,English,None,2026-04-14
PR005785,C005785,True,True,English,SMS,2023-04-23
PR005786,C005786,False,True,Spanish,Email,2025-03-17
PR005787,C005787,True,True,Spanish,Mobile App,2024-06-22
PR005788,C005788,False,True,English,SMS,2026-06-02
PR005789,C005789,True,True,English,SMS,2026-07-06
PR005790,C005790,True,True,English,Mobile App,2023-04-17
PR005791,C005791,True,True,English,Mobile App,2023-08-23
PR005792,C005792,True,False,Spanish,Mobile App,2025-09-01
PR005793,C005793,True,True,English,Mobile App,2026-06-14
PR005794,C005794,False,True,Spanish,SMS,2025-09-13
PR005795,C005795,False,True,Spanish,None,2025-12-29
PR005796,C005796,False,True,English,Email,2026-05-12
PR005797,C005797,False,True,English,None,2026-07-03
PR005798,C005798,True,True,English,Email,2025-09-27
PR005799,C005799,False,True,English,Mobile App,2026-01-09
PR005800,C005800,True,False,Spanish,None,2025-08-09
PR005801,C005801,True,True,English,Mobile App,2023-05-31
PR005802,C005802,True,True,English,Email,2026-05-22
PR005803,C005803,True,True,English,None,2026-01-30
PR005804,C005804,False,True,Spanish,Email,2023-01-27
PR005805,C005805,False,True,Spanish,Email,2026-05-14
PR005806,C005806,False,False,English,SMS,2026-03-17
PR005807,C005807,False,False,English,Mobile App,2024-09-30
PR005808,C005808,False,True,English,None,2022-04-17
PR005809,C005809,False,False,English,Email,2025-10-25
PR005810,C005810,True,True,English,None,2026-01-23
PR005811,C005811,False,True,English,Email,2024-04-10
PR005812,C005812,True,True,English,Mobile App,2026-05-23
PR005813,C005813,False,False,Spanish,None,2026-01-05
PR005814,C005814,True,False,Spanish,Email,2026-05-18
PR005815,C005815,False,True,English,SMS,2026-06-26
PR005816,C005816,True,True,Spanish,Email,2022-01-08
PR005817,C005817,True,False,Spanish,Mobile App,2025-09-13
PR005818,C005818,True,False,English,Mobile App,2026-05-16
PR005819,C005819,False,False,English,None,2026-05-24
PR005820,C005820,True,True,English,SMS,2024-09-21
PR005821,C005821,False,True,Spanish,Mobile App,2026-02-21
PR005822,C005822,True,True,English,Mobile App,2023-09-30
PR005823,C005823,True,True,English,SMS,2025-08-12
PR005824,C005824,False,False,English,None,2024-02-23
PR005825,C005825,False,True,English,Mobile App,2024-12-14
PR005826,C005826,True,True,English,Mobile App,2026-02-27
PR005827,C005827,False,True,English,None,2026-06-09
PR005828,C005828,True,True,English,None,2024-02-10
PR005829,C005829,True,True,English,Mobile App,2026-01-22
PR005830,C005830,True,True,English,SMS,2024-01-29
PR005831,C005831,True,True,Spanish,Email,2025-12-06
PR005832,C005832,True,True,English,Email,2023-10-01
PR005833,C005833,True,True,English,None,2025-09-09
PR005834,C005834,True,True,English,SMS,2025-02-07
PR005835,C005835,True,False,Spanish,None,2025-03-28
PR005836,C005836,True,True,English,Mobile App,2024-01-02
PR005837,C005837,True,True,English,Email,2025-07-09
PR005838,C005838,True,False,Spanish,SMS,2026-05-31
PR005839,C005839,True,True,English,None,2026-01-17
PR005840,C005840,False,False,English,SMS,2023-10-02
PR005841,C005841,True,True,English,Email,2022-04-12
PR005842,C005842,True,False,English,Mobile App,2026-04-22
PR005843,C005843,True,True,English,SMS,2023-02-28
PR005844,C005844,True,True,English,Mobile App,2026-06-17
PR005845,C005845,False,False,English,Mobile App,2026-01-16
PR005846,C005846,True,False,Spanish,Mobile App,2023-02-01
PR005847,C005847,False,False,English,Email,2024-09-21
PR005848,C005848,True,True,Spanish,None,2024-03-04
PR005849,C005849,True,False,Spanish,None,2026-01-18
PR005850,C005850,True,True,Spanish,Email,2025-01-11
PR005851,C005851,True,False,English,None,2024-06-21
PR005852,C005852,False,True,English,Email,2021-08-14
PR005853,C005853,True,True,Spanish,SMS,2023-08-19
PR005854,C005854,True,True,English,SMS,2024-10-19
PR005855,C005855,True,False,English,Email,2026-06-14
PR005856,C005856,True,False,English,SMS,2026-02-01
PR005857,C005857,True,True,Spanish,None,2026-04-11
PR005858,C005858,True,True,English,Email,2025-09-21
PR005859,C005859,True,True,English,Mobile App,2026-04-23
PR005860,C005860,True,True,English,None,2025-01-01
PR005861,C005861,False,False,English,None,2025-08-08
PR005862,C005862,False,False,English,Email,2025-02-19
PR005863,C005863,True,True,Spanish,None,2025-10-15
PR005864,C005864,True,True,Spanish,SMS,2024-09-06
PR005865,C005865,True,True,English,Email,2026-05-18
PR005866,C005866,True,False,Spanish,Email,2024-03-08
PR005867,C005867,True,False,English,Email,2025-10-25
PR005868,C005868,True,True,English,Email,2023-04-18
PR005869,C005869,True,True,English,SMS,2024-12-09
PR005870,C005870,True,True,English,Email,2026-06-08
PR005871,C005871,True,True,English,None,2025-12-06
PR005872,C005872,True,False,English,None,2026-06-03
PR005873,C005873,True,True,English,Mobile App,2025-10-08
PR005874,C005874,True,False,English,Email,2026-05-13
PR005875,C005875,True,True,English,Email,2026-06-01
PR005876,C005876,True,False,Spanish,Mobile App,2024-07-14
PR005877,C005877,True,True,Spanish,SMS,2024-11-22
PR005878,C005878,True,False,Spanish,SMS,2026-06-24
PR005879,C005879,True,True,Spanish,Mobile App,2026-03-30
PR005880,C005880,True,True,English,Mobile App,2026-03-26
PR005881,C005881,True,False,English,Email,2025-09-19
PR005882,C005882,True,True,English,Email,2024-12-24
PR005883,C005883,True,True,Spanish,Email,2022-09-15
PR005884,C005884,True,True,English,SMS,2026-05-10
PR005885,C005885,True,False,English,Mobile App,2025-09-12
PR005886,C005886,False,False,English,None,2023-01-05
PR005887,C005887,False,False,English,None,2026-06-10
PR005888,C005888,True,True,Spanish,None,2025-09-01
PR005889,C005889,True,False,English,Email,2026-05-24
PR005890,C005890,True,True,Spanish,Email,2025-04-29
PR005891,C005891,True,False,Spanish,SMS,2025-01-08
PR005892,C005892,True,True,English,SMS,2026-05-04
PR005893,C005893,True,False,English,Mobile App,2025-12-14
PR005894,C005894,True,True,English,None,2023-01-28
PR005895,C005895,True,True,Spanish,None,2026-05-11
PR005896,C005896,True,True,English,None,2025-11-21
PR005897,C005897,True,True,English,Email,2025-12-12
PR005898,C005898,True,True,English,None,2024-03-17
PR005899,C005899,True,True,English,Email,2024-05-15
PR005900,C005900,True,True,Spanish,Mobile App,2025-01-08
PR005901,C005901,True,True,Spanish,Email,2026-02-23
PR005902,C005902,True,False,English,SMS,2024-10-01
PR005903,C005903,True,False,English,SMS,2025-12-28
PR005904,C005904,True,True,Spanish,Email,2025-11-03
PR005905,C005905,False,False,English,SMS,2025-08-25
PR005906,C005906,True,False,English,Mobile App,2023-11-02
PR005907,C005907,False,True,English,None,2026-06-12
PR005908,C005908,True,False,English,None,2024-12-13
PR005909,C005909,False,True,English,SMS,2024-01-06
PR005910,C005910,True,True,Spanish,None,2025-06-30
PR005911,C005911,False,True,Spanish,Email,2026-02-16
PR005912,C005912,True,True,English,Email,2026-05-13
PR005913,C005913,True,True,Spanish,None,2026-06-08
PR005914,C005914,True,False,English,Email,2026-04-30
PR005915,C005915,True,False,English,SMS,2024-04-02
PR005916,C005916,False,True,Spanish,None,2025-02-08
PR005917,C005917,True,False,English,SMS,2024-09-01
PR005918,C005918,False,False,English,SMS,2024-12-01
PR005919,C005919,True,False,Spanish,Email,2025-06-08
PR005920,C005920,False,True,English,None,2025-02-27
PR005921,C005921,True,False,Spanish,Mobile App,2025-04-20
PR005922,C005922,True,False,English,None,2024-09-15
PR005923,C005923,True,True,English,Mobile App,2023-01-14
PR005924,C005924,False,True,English,SMS,2026-06-08
PR005925,C005925,False,False,English,SMS,2024-11-07
PR005926,C005926,False,True,English,None,2022-07-20
PR005927,C005927,True,True,English,None,2026-06-07
PR005928,C005928,False,True,English,None,2024-03-21
PR005929,C005929,True,True,English,None,2023-09-23
PR005930,C005930,True,True,English,Email,2025-04-29
PR005931,C005931,False,True,English,SMS,2023-04-22
PR005932,C005932,False,True,English,SMS,2023-01-28
PR005933,C005933,True,False,English,Email,2025-10-24
PR005934,C005934,True,False,Spanish,Mobile App,2025-02-10
PR005935,C005935,True,True,English,Mobile App,2026-06-11
PR005936,C005936,True,True,English,Mobile App,2026-04-04
PR005937,C005937,True,False,English,None,2025-02-03
PR005938,C005938,True,True,English,None,2026-06-04
PR005939,C005939,True,False,Spanish,Email,2023-08-11
PR005940,C005940,False,True,English,None,2026-06-09
PR005941,C005941,False,True,Spanish,Mobile App,2024-10-05
PR005942,C005942,True,True,English,Mobile App,2022-09-21
PR005943,C005943,True,False,English,SMS,2025-09-14
PR005944,C005944,True,True,English,Mobile App,2024-07-17
PR005945,C005945,True,True,English,Mobile App,2022-04-05
PR005946,C005946,True,True,English,Email,2024-06-12
PR005947,C005947,True,True,English,None,2025-09-11
PR005948,C005948,True,True,English,None,2025-06-12
PR005949,C005949,True,True,English,None,2026-04-18
PR005950,C005950,False,True,English,Mobile App,2026-06-15
PR005951,C005951,True,True,Spanish,None,2024-06-06
PR005952,C005952,True,False,Spanish,SMS,2023-11-22
PR005953,C005953,True,False,Spanish,None,2026-06-23
PR005954,C005954,True,False,English,Mobile App,2026-05-09
PR005955,C005955,True,True,English,None,2026-02-12
PR005956,C005956,True,False,English,SMS,2023-05-13
PR005957,C005957,False,True,English,None,2026-01-22
PR005958,C005958,True,True,English,Mobile App,2022-05-11
PR005959,C005959,True,True,Spanish,Email,2026-03-22
PR005960,C005960,True,True,English,Mobile App,2026-03-30
PR005961,C005961,True,False,English,None,2024-01-25
PR005962,C005962,False,True,Spanish,Mobile App,2024-05-17
PR005963,C005963,True,True,English,None,2025-09-07
PR005964,C005964,True,False,English,SMS,2023-12-29
PR005965,C005965,False,True,English,None,2024-07-25
PR005966,C005966,True,False,Spanish,SMS,2026-07-03
PR005967,C005967,True,False,English,SMS,2024-09-22
PR005968,C005968,True,True,Spanish,Email,2025-03-03
PR005969,C005969,True,False,Spanish,Mobile App,2026-05-31
PR005970,C005970,True,True,English,SMS,2025-09-17
PR005971,C005971,False,True,English,None,2023-06-13
PR005972,C005972,False,True,English,None,2024-05-28
PR005973,C005973,True,False,English,SMS,2024-05-28
PR005974,C005974,True,True,English,SMS,2026-01-23
PR005975,C005975,True,True,English,Email,2026-03-02
PR005976,C005976,True,False,English,None,2026-04-26
PR005977,C005977,False,False,English,SMS,2026-05-19
PR005978,C005978,False,True,English,SMS,2026-01-23
PR005979,C005979,True,True,Spanish,Email,2026-03-04
PR005980,C005980,True,True,English,Email,2026-05-16
PR005981,C005981,True,True,English,Email,2026-06-10
PR005982,C005982,True,True,Spanish,SMS,2025-08-02
PR005983,C005983,True,True,English,Mobile App,2025-01-15
PR005984,C005984,True,True,English,Email,2025-03-09
PR005985,C005985,False,False,English,None,2026-06-14
PR005986,C005986,True,False,English,None,2023-06-25
PR005987,C005987,False,False,English,SMS,2024-09-17
PR005988,C005988,False,False,English,SMS,2023-12-26
PR005989,C005989,True,False,English,Mobile App,2025-07-19
PR005990,C005990,True,True,English,Email,2026-05-21
PR005991,C005991,False,True,Spanish,SMS,2026-03-28
PR005992,C005992,False,True,English,None,2022-09-26
PR005993,C005993,True,True,English,Email,2026-05-26
PR005994,C005994,False,True,English,Mobile App,2026-04-04
PR005995,C005995,True,True,English,None,2025-11-24
PR005996,C005996,True,True,English,Email,2026-04-24
PR005997,C005997,False,False,English,Email,2024-02-13
PR005998,C005998,True,True,English,Email,2025-12-24
PR005999,C005999,True,True,Spanish,Email,2026-02-20
PR006000,C006000,False,True,English,Mobile App,2022-02-12
PR006001,C006001,True,True,English,None,2025-06-03
PR006002,C006002,True,True,English,None,2026-03-08
PR006003,C006003,False,True,Spanish,Mobile App,2025-12-21
PR006004,C006004,False,True,English,None,2026-01-27
PR006005,C006005,True,True,English,None,2024-05-27
PR006006,C006006,False,True,English,Mobile App,2022-08-27
PR006007,C006007,True,True,English,Mobile App,2025-08-25
PR006008,C006008,False,True,English,None,2024-01-12
PR006009,C006009,False,True,Spanish,None,2025-09-14
PR006010,C006010,False,False,Spanish,None,2025-04-28
PR006011,C006011,True,True,Spanish,Mobile App,2025-05-19
PR006012,C006012,False,False,Spanish,SMS,2026-06-12
PR006013,C006013,True,True,English,None,2023-12-18
PR006014,C006014,False,True,English,None,2024-12-26
PR006015,C006015,True,True,Spanish,None,2024-01-24
PR006016,C006016,False,True,English,Email,2024-12-31
PR006017,C006017,False,True,Spanish,Email,2026-07-01
PR006018,C006018,False,False,English,Email,2026-01-06
PR006019,C006019,False,True,English,Email,2025-10-30
PR006020,C006020,True,True,English,None,2025-11-23
PR006021,C006021,True,True,English,SMS,2025-03-22
PR006022,C006022,True,True,English,SMS,2025-04-09
PR006023,C006023,False,True,English,SMS,2025-05-15
PR006024,C006024,True,True,English,Mobile App,2026-07-06
PR006025,C006025,True,False,Spanish,None,2025-03-15
PR006026,C006026,True,True,English,None,2023-07-27
PR006027,C006027,True,True,English,Mobile App,2026-06-26
PR006028,C006028,False,False,Spanish,None,2025-08-29
PR006029,C006029,True,True,English,Email,2024-12-07
PR006030,C006030,True,False,English,Mobile App,2026-06-01
PR006031,C006031,False,True,English,Email,2023-09-18
PR006032,C006032,True,True,English,SMS,2024-07-07
PR006033,C006033,False,False,English,Email,2025-02-11
PR006034,C006034,True,False,English,SMS,2025-11-01
PR006035,C006035,True,False,Spanish,SMS,2024-09-14
PR006036,C006036,True,False,English,SMS,2024-04-18
PR006037,C006037,False,True,English,SMS,2023-06-26
PR006038,C006038,True,False,English,SMS,2023-09-02
PR006039,C006039,False,False,English,None,2026-03-12
PR006040,C006040,False,False,English,Mobile App,2022-08-27
PR006041,C006041,True,False,English,None,2024-07-01
PR006042,C006042,False,True,English,None,2026-05-11
PR006043,C006043,True,True,Spanish,Email,2024-02-28
PR006044,C006044,True,True,English,Mobile App,2024-03-12
PR006045,C006045,False,False,English,SMS,2025-12-24
PR006046,C006046,False,True,English,Mobile App,2025-05-10
PR006047,C006047,True,True,Spanish,SMS,2026-04-26
PR006048,C006048,True,True,English,Mobile App,2025-07-30
PR006049,C006049,True,False,English,SMS,2025-06-23
PR006050,C006050,True,True,English,SMS,2026-04-23
PR006051,C006051,True,True,Spanish,None,2024-06-12
PR006052,C006052,True,False,Spanish,Mobile App,2025-03-10
PR006053,C006053,True,False,English,Email,2026-06-15
PR006054,C006054,True,True,English,Mobile App,2024-01-30
PR006055,C006055,True,False,Spanish,Mobile App,2022-05-04
PR006056,C006056,True,False,English,SMS,2026-06-14
PR006057,C006057,True,True,Spanish,Email,2024-12-03
PR006058,C006058,False,True,English,SMS,2024-10-27
PR006059,C006059,True,True,English,Email,2024-01-04
PR006060,C006060,True,True,English,None,2026-02-07
PR006061,C006061,True,True,English,Mobile App,2024-07-27
PR006062,C006062,True,True,English,Mobile App,2025-02-18
PR006063,C006063,True,True,Spanish,Email,2023-02-11
PR006064,C006064,False,False,English,Mobile App,2026-06-26
PR006065,C006065,True,True,English,Email,2026-06-11
PR006066,C006066,False,True,English,SMS,2022-11-20
PR006067,C006067,True,False,English,Mobile App,2026-02-12
PR006068,C006068,False,True,English,SMS,2026-05-30
PR006069,C006069,True,True,Spanish,Email,2026-04-14
PR006070,C006070,True,True,Spanish,Mobile App,2024-12-03
PR006071,C006071,True,False,English,None,2024-03-04
