transaction_id,customer_id,store_id,transaction_date,payment_method,transaction_total
T0002238,C005365,ST0239,2025-01-04,Debit Card,180.05
T0002239,C007158,ST0101,2025-08-14,Mobile Payment,103.6
T0002240,C001374,ST0004,2024-07-15,Credit Card,7.17
T0002241,C004024,ST0093,2025-06-21,Cash,116.27
T0002242,C002919,ST0190,2024-07-09,Mobile Payment,20.82
T0002243,C008009,ST0085,2026-03-31,Credit Card,11.45
T0002244,C005928,ST0332,2025-02-24,Mobile Payment,54.03
T0002245,C004581,ST0258,2025-12-25,Credit Card,134.9
T0002246,C006052,ST0077,2025-12-29,Debit Card,188.13
T0002247,C002415,ST0211,2025-07-10,Debit Card,160.66
T0002248,C005401,ST0074,2025-12-08,Mobile Payment,197.3
T0002249,C002883,ST0210,2024-12-24,Mobile Payment,187.89
T0002250,C007544,ST0221,2025-11-13,Credit Card,169.84
T0002251,C000105,ST0252,2026-03-18,Cash,173.1
T0002252,C009263,ST0006,2024-12-30,Mobile Payment,112.76
T0002253,C004093,ST0255,2026-04-24,Mobile Payment,45.58
T0002254,C004119,ST0168,2025-09-02,Debit Card,53.47
T0002255,C009767,ST0112,2024-08-08,Credit Card,7.06
T0002256,C001778,ST0200,2025-07-10,Debit Card,112.49
T0002257,C006769,ST0196,2025-06-02,Credit Card,221.47
T0002258,C000525,ST0167,2026-03-08,Credit Card,208.43
T0002259,C006688,ST0156,2026-05-01,Credit Card,89.8
T0002260,C001353,ST0081,2024-12-26,Credit Card,119.48
T0002261,C000566,ST0124,2025-11-01,Credit Card,120.8
T0002262,C005634,ST0027,2025-12-12,Mobile Payment,100.04
T0002263,C005769,ST0123,2025-03-23,Credit Card,157.86
T0002264,C007976,ST0126,2025-03-26,Mobile Payment,157.19
T0002265,C003291,ST0050,2026-06-13,Cash,205.94
T0002266,C009850,ST0133,2025-06-02,Debit Card,98.38
T0002267,C006897,ST0120,2024-11-01,Debit Card,242.55
T0002268,C001181,ST0318,2025-12-18,Cash,84.19
T0002269,C005606,ST0057,2024-12-28,Mobile Payment,212.65
T0002270,C003901,ST0336,2026-02-13,Cash,211.0
T0002271,C001049,ST0346,2024-08-30,Credit Card,102.4
T0002272,C000668,ST0026,2024-12-20,Cash,59.21
T0002273,C000418,ST0302,2025-02-14,Debit Card,204.49
T0002274,C005152,ST0208,2026-04-14,Credit Card,48.37
T0002275,C009313,ST0246,2025-08-18,Mobile Payment,21.25
T0002276,C000882,ST0335,2025-05-31,Mobile Payment,105.48
T0002277,C002219,ST0312,2026-06-04,Cash,10.04
T0002278,C004832,ST0273,2025-12-24,Credit Card,92.93
T0002279,C009655,ST0310,2026-05-31,Mobile Payment,215.89
T0002280,C002084,ST0082,2026-05-17,Credit Card,183.31
T0002281,C001349,ST0015,2024-12-07,Cash,38.9
T0002282,C004308,ST0119,2025-10-23,Credit Card,221.69
T0002283,C007572,ST0185,2025-01-13,Debit Card,207.79
T0002284,C007666,ST0345,2025-11-21,Credit Card,96.65
T0002285,C003790,ST0212,2025-09-17,Credit Card,237.13
T0002286,C008410,ST0051,2026-04-02,Debit Card,208.14
T0002287,C006479,ST0206,2025-01-22,Mobile Payment,12.12
T0002288,C003298,ST0195,2024-07-08,Mobile Payment,89.12
T0002289,C004038,ST0007,2025-08-08,Credit Card,158.96
T0002290,C000323,ST0164,2026-02-24,Cash,204.95
T0002291,C008290,ST0103,2026-01-25,Mobile Payment,11.66
T0002292,C005741,ST0340,2025-10-29,Debit Card,200.26
T0002293,C004417,ST0317,2026-01-28,Debit Card,156.67
T0002294,C005102,ST0228,2024-11-24,Cash,203.17
T0002295,C008258,ST0232,2024-12-25,Mobile Payment,27.17
T0002296,C006930,ST0138,2025-02-23,Credit Card,5.44
T0002297,C009462,ST0335,2026-02-16,Debit Card,166.83
T0002298,C006941,ST0195,2026-02-06,Mobile Payment,32.77
T0002299,C004850,ST0298,2025-11-23,Mobile Payment,34.89
T0002300,C009225,ST0222,2024-09-26,Cash,141.91
T0002301,C005740,ST0279,2025-08-30,Debit Card,221.8
T0002302,C005063,ST0026,2025-04-25,Credit Card,30.89
T0002303,C002583,ST0194,2025-07-31,Debit Card,226.84
T0002304,C000164,ST0024,2025-09-17,Debit Card,34.64
T0002305,C005069,ST0125,2025-07-11,Cash,44.17
T0002306,C007434,ST0287,2025-12-22,Mobile Payment,35.1
T0002307,C006552,ST0161,2025-07-21,Debit Card,130.83
T0002308,C003276,ST0123,2026-06-23,Debit Card,11.72
T0002309,C006371,ST0193,2024-08-21,Debit Card,136.58
T0002310,C008779,ST0350,2025-07-02,Mobile Payment,85.74
T0002311,C002955,ST0211,2025-09-21,Mobile Payment,18.64
T0002312,C000603,ST0033,2025-06-12,Mobile Payment,230.6
T0002313,C008456,ST0060,2025-06-11,Debit Card,62.23
T0002314,C001019,ST0018,2025-06-03,Credit Card,20.5
T0002315,C005212,ST0339,2024-07-21,Credit Card,150.71
T0002316,C003056,ST0011,2025-10-14,Mobile Payment,74.88
T0002317,C008389,ST0195,2024-08-30,Cash,128.72
T0002318,C000172,ST0270,2026-03-31,Credit Card,99.15
T0002319,C003044,ST0189,2025-11-10,Credit Card,192.05
T0002320,C002353,ST0227,2026-05-20,Cash,122.52
T0002321,C001691,ST0231,2026-05-11,Debit Card,37.64
T0002322,C001760,ST0136,2024-09-26,Debit Card,71.12
T0002323,C003932,ST0106,2025-03-18,Credit Card,136.22
T0002324,C004077,ST0079,2024-09-30,Credit Card,9.21
T0002325,C006735,ST0141,2025-05-04,Debit Card,5.85
T0002326,C006504,ST0318,2026-01-01,Cash,42.73
T0002327,C006903,ST0047,2025-07-05,Cash,176.58
T0002328,C004783,ST0345,2025-05-07,Cash,62.49
T0002329,C009028,ST0204,2025-04-22,Cash,194.38
T0002330,C002278,ST0178,2025-09-26,Cash,128.0
T0002331,C002076,ST0112,2025-02-04,Cash,208.7
T0002332,C003573,ST0030,2024-08-13,Credit Card,203.56
T0002333,C002248,ST0160,2025-02-10,Cash,59.28
T0002334,C000741,ST0287,2025-08-05,Cash,166.15
T0002335,C002238,ST0315,2025-01-11,Debit Card,14.71
T0002336,C000348,ST0178,2025-02-12,Debit Card,91.34
T0002337,C000299,ST0155,2024-07-07,Credit Card,160.38
T0002338,C004528,ST0085,2024-08-30,Mobile Payment,71.08
T0002339,C000439,ST0079,2026-03-18,Debit Card,128.9
T0002340,C005288,ST0349,2026-03-20,Debit Card,189.23
T0002341,C006790,ST0079,2024-10-25,Cash,233.59
T0002342,C002808,ST0343,2025-02-16,Cash,238.86
T0002343,C008473,ST0250,2025-08-17,Debit Card,68.36
T0002344,C002296,ST0184,2026-04-01,Debit Card,122.1
T0002345,C005221,ST0296,2025-10-06,Credit Card,247.15
T0002346,C009515,ST0103,2026-06-13,Credit Card,177.45
T0002347,C000377,ST0034,2025-03-29,Debit Card,114.92
T0002348,C004237,ST0059,2026-04-30,Credit Card,147.06
T0002349,C000742,ST0265,2025-06-05,Mobile Payment,34.37
T0002350,C003825,ST0293,2025-02-13,Credit Card,34.56
T0002351,C009934,ST0333,2024-09-14,Credit Card,171.85
T0002352,C004372,ST0255,2026-04-01,Cash,146.25
T0002353,C005956,ST0292,2026-05-11,Credit Card,117.37
T0002354,C003123,ST0143,2024-12-13,Mobile Payment,218.75
T0002355,C006788,ST0078,2026-01-27,Mobile Payment,240.63
T0002356,C004358,ST0142,2025-02-16,Cash,124.22
T0002357,C000636,ST0343,2025-06-12,Cash,170.97
T0002358,C003932,ST0051,2024-09-07,Cash,228.82
T0002359,C001674,ST0041,2024-09-15,Cash,209.32
T0002360,C002827,ST0281,2025-02-11,Credit Card,136.5
T0002361,C007567,ST0315,2025-05-20,Debit Card,77.63
T0002362,C009234,ST0181,2026-01-31,Cash,92.99
T0002363,C005416,ST0080,2025-12-25,Cash,140.17
T0002364,C009232,ST0214,2024-11-01,Credit Card,181.45
T0002365,C005347,ST0291,2026-03-14,Cash,116.34
T0002366,C008279,ST0270,2025-05-31,Credit Card,31.39
T0002367,C002926,ST0200,2025-04-04,Cash,126.75
T0002368,C004350,ST0242,2026-03-24,Credit Card,35.38
T0002369,C005194,ST0265,2026-06-02,Cash,135.63
T0002370,C000967,ST0210,2026-05-19,Debit Card,211.25
T0002371,C006864,ST0319,2026-02-02,Debit Card,162.6
T0002372,C000806,ST0106,2024-10-28,Credit Card,35.69
T0002373,C009055,ST0304,2024-09-01,Debit Card,39.59
T0002374,C000614,ST0044,2026-05-14,Cash,177.69
T0002375,C002075,ST0318,2024-12-12,Cash,6.74
T0002376,C005632,ST0173,2025-04-04,Credit Card,108.98
T0002377,C005737,ST0069,2025-11-07,Mobile Payment,238.27
T0002378,C002338,ST0329,2025-08-22,Debit Card,19.85
T0002379,C000798,ST0118,2025-05-16,Credit Card,194.96
T0002380,C000218,ST0004,2026-05-03,Credit Card,33.43
T0002381,C002194,ST0319,2024-09-10,Credit Card,80.21
T0002382,C007030,ST0132,2024-08-21,Debit Card,164.47
T0002383,C000946,ST0266,2025-09-09,Debit Card,15.02
T0002384,C007973,ST0241,2024-11-18,Mobile Payment,159.51
T0002385,C008425,ST0171,2025-02-06,Cash,124.81
T0002386,C001142,ST0105,2026-06-29,Mobile Payment,212.35
T0002387,C004879,ST0114,2025-04-10,Cash,95.82
T0002388,C000316,ST0330,2026-03-26,Debit Card,204.94
T0002389,C004153,ST0319,2025-10-23,Cash,159.2
T0002390,C008088,ST0227,2026-04-08,Cash,68.43
T0002391,C002133,ST0015,2024-11-26,Debit Card,159.6
T0002392,C008753,ST0039,2025-09-18,Credit Card,157.58
T0002393,C004527,ST0072,2024-09-30,Mobile Payment,154.34
T0002394,C008320,ST0323,2025-06-30,Credit Card,208.27
T0002395,C006118,ST0127,2025-05-12,Credit Card,236.52
T0002396,C003344,ST0120,2025-09-17,Credit Card,148.64
T0002397,C008220,ST0201,2024-07-24,Credit Card,133.64
T0002398,C005337,ST0213,2025-06-02,Cash,182.3
T0002399,C004270,ST0149,2026-02-08,Cash,169.59
T0002400,C000825,ST0094,2026-04-04,Mobile Payment,189.03
T0002401,C008993,ST0161,2024-08-03,Credit Card,183.4
T0002402,C003842,ST0031,2024-12-16,Cash,227.08
T0002403,C004002,ST0006,2025-04-09,Mobile Payment,139.6
T0002404,C004250,ST0343,2025-08-23,Debit Card,112.42
T0002405,C001962,ST0326,2025-03-30,Credit Card,96.65
T0002406,C000465,ST0101,2025-09-23,Cash,107.78
T0002407,C000280,ST0315,2025-03-21,Credit Card,230.04
T0002408,C002636,ST0109,2024-08-22,Cash,185.65
T0002409,C004016,ST0236,2026-06-05,Cash,51.93
T0002410,C004543,ST0281,2025-10-27,Credit Card,200.35
T0002411,C008043,ST0168,2026-03-31,Debit Card,233.95
T0002412,C009870,ST0232,2024-12-07,Credit Card,232.09
T0002413,C001584,ST0317,2026-02-08,Mobile Payment,236.93
T0002414,C007665,ST0121,2026-02-10,Credit Card,195.89
T0002415,C007890,ST0040,2024-12-28,Cash,13.02
T0002416,C008776,ST0169,2026-04-03,Mobile Payment,243.33
T0002417,C009640,ST0107,2025-10-24,Cash,191.93
T0002418,C001639,ST0026,2025-08-13,Debit Card,183.39
T0002419,C002557,ST0282,2024-08-07,Mobile Payment,107.86
T0002420,C005240,ST0033,2025-08-30,Cash,11.02
T0002421,C001686,ST0055,2024-09-29,Debit Card,88.26
T0002422,C007650,ST0026,2024-10-28,Mobile Payment,231.77
T0002423,C006604,ST0302,2025-04-18,Debit Card,149.06
T0002424,C001439,ST0247,2026-01-03,Mobile Payment,130.86
T0002425,C009902,ST0007,2025-01-09,Cash,16.03
T0002426,C003959,ST0184,2024-08-18,Credit Card,86.65
T0002427,C009754,ST0240,2024-10-02,Credit Card,86.29
T0002428,C000734,ST0121,2026-04-18,Mobile Payment,249.6
T0002429,C009645,ST0070,2026-01-12,Credit Card,228.49
T0002430,C008349,ST0180,2026-05-21,Mobile Payment,108.71
T0002431,C007011,ST0179,2024-09-13,Debit Card,198.03
T0002432,C008456,ST0144,2025-07-14,Mobile Payment,237.27
T0002433,C001030,ST0155,2025-10-03,Mobile Payment,51.15
T0002434,C004027,ST0203,2025-05-15,Cash,191.88
T0002435,C003160,ST0242,2024-10-17,Debit Card,35.53
T0002436,C009676,ST0250,2025-05-31,Credit Card,29.71
T0002437,C007912,ST0091,2025-03-30,Debit Card,209.96
T0002438,C004578,ST0298,2026-06-30,Credit Card,138.78
T0002439,C003208,ST0231,2024-08-16,Debit Card,221.01
T0002440,C009572,ST0142,2024-07-26,Cash,168.38
T0002441,C006915,ST0209,2026-06-03,Cash,110.21
T0002442,C003183,ST0247,2025-07-03,Cash,61.14
T0002443,C004579,ST0085,2025-01-27,Credit Card,26.97
T0002444,C002779,ST0095,2026-03-15,Cash,34.03
T0002445,C002266,ST0264,2026-05-20,Mobile Payment,16.49
T0002446,C005475,ST0189,2025-09-26,Credit Card,149.89
T0002447,C006147,ST0251,2024-09-28,Credit Card,236.81
T0002448,C006767,ST0225,2026-01-21,Credit Card,36.93
T0002449,C000028,ST0226,2026-03-02,Cash,44.78
T0002450,C003899,ST0112,2024-11-13,Mobile Payment,117.54
T0002451,C003811,ST0165,2025-05-01,Credit Card,162.82
T0002452,C007113,ST0344,2026-04-18,Debit Card,167.93
T0002453,C001322,ST0308,2026-06-02,Credit Card,103.01
T0002454,C001160,ST0119,2025-07-26,Credit Card,80.47
T0002455,C005999,ST0201,2024-10-29,Credit Card,74.3
T0002456,C008990,ST0253,2025-10-22,Cash,112.27
T0002457,C006225,ST0277,2026-02-22,Mobile Payment,247.28
T0002458,C009407,ST0127,2025-01-19,Cash,22.41
T0002459,C005310,ST0133,2025-06-16,Debit Card,186.44
T0002460,C009868,ST0296,2026-01-13,Cash,120.75
T0002461,C005522,ST0305,2024-10-06,Mobile Payment,52.94
T0002462,C004863,ST0198,2025-10-08,Credit Card,7.56
T0002463,C009158,ST0091,2026-06-20,Cash,124.86
T0002464,C004628,ST0332,2024-10-22,Debit Card,245.3
T0002465,C007089,ST0276,2025-12-08,Cash,18.77
T0002466,C000386,ST0257,2025-08-24,Credit Card,185.23
T0002467,C001848,ST0172,2026-03-27,Cash,152.02
T0002468,C006267,ST0188,2024-10-11,Credit Card,44.68
T0002469,C002846,ST0261,2024-11-14,Debit Card,153.7
T0002470,C007225,ST0093,2026-02-22,Debit Card,110.02
T0002471,C007118,ST0110,2026-01-24,Mobile Payment,210.31
T0002472,C002471,ST0301,2026-02-24,Mobile Payment,191.94
T0002473,C001342,ST0081,2026-03-14,Credit Card,221.43
T0002474,C002964,ST0172,2024-09-06,Credit Card,125.82
T0002475,C001122,ST0238,2025-11-12,Debit Card,83.31
T0002476,C008611,ST0294,2026-04-30,Credit Card,207.24
T0002477,C009101,ST0149,2024-11-20,Credit Card,235.75
T0002478,C002235,ST0152,2025-06-25,Cash,177.96
T0002479,C009941,ST0004,2024-09-05,Mobile Payment,214.05
T0002480,C005893,ST0240,2024-08-31,Credit Card,93.94
T0002481,C007899,ST0076,2025-01-18,Cash,20.56
T0002482,C007053,ST0077,2025-06-30,Debit Card,226.25
T0002483,C001017,ST0315,2025-04-02,Credit Card,205.62
T0002484,C009024,ST0185,2025-11-25,Mobile Payment,198.41
T0002485,C000450,ST0046,2024-07-21,Cash,161.81
T0002486,C009142,ST0210,2024-12-29,Credit Card,128.04
T0002487,C003296,ST0146,2026-07-02,Cash,149.62
T0002488,C004484,ST0210,2025-10-17,Credit Card,58.68
T0002489,C002886,ST0304,2026-01-24,Credit Card,178.64
T0002490,C006123,ST0228,2024-11-25,Cash,245.82
T0002491,C007338,ST0027,2024-07-19,Credit Card,151.71
T0002492,C004817,ST0262,2025-07-08,Credit Card,185.53
T0002493,C006678,ST0303,2025-02-15,Credit Card,129.81
T0002494,C004419,ST0203,2026-02-05,Cash,240.34
T0002495,C004818,ST0066,2025-02-28,Cash,172.6
T0002496,C007272,ST0104,2026-03-12,Credit Card,205.08
T0002497,C002063,ST0230,2025-04-14,Debit Card,156.92
T0002498,C008188,ST0223,2026-04-19,Mobile Payment,211.99
T0002499,C006013,ST0043,2026-01-01,Mobile Payment,222.58
T0002500,C009590,ST0084,2024-11-30,Mobile Payment,93.7
T0002501,C001770,ST0178,2025-09-13,Credit Card,191.71
T0002502,C004167,ST0265,2025-05-15,Mobile Payment,44.14
T0002503,C008283,ST0156,2024-11-06,Credit Card,161.22
T0002504,C005559,ST0253,2024-10-06,Credit Card,23.4
T0002505,C009069,ST0257,2026-01-11,Credit Card,41.74
T0002506,C001371,ST0049,2025-04-08,Cash,8.79
T0002507,C009385,ST0306,2024-07-13,Debit Card,159.12
T0002508,C001693,ST0089,2025-02-03,Cash,139.16
T0002509,C003855,ST0255,2025-05-15,Credit Card,172.38
T0002510,C006501,ST0310,2025-06-27,Credit Card,246.92
T0002511,C000339,ST0308,2026-06-06,Debit Card,37.31
T0002512,C003111,ST0014,2024-09-27,Credit Card,197.49
T0002513,C008784,ST0049,2024-10-23,Cash,33.12
T0002514,C006363,ST0234,2026-03-10,Credit Card,224.41
T0002515,C009558,ST0209,2026-01-11,Mobile Payment,236.73
T0002516,C003165,ST0323,2025-06-27,Cash,46.98
T0002517,C006843,ST0343,2024-08-11,Credit Card,143.27
T0002518,C005349,ST0122,2025-05-21,Debit Card,93.11
T0002519,C009483,ST0086,2026-05-01,Credit Card,87.77
T0002520,C001348,ST0136,2024-11-25,Cash,234.17
T0002521,C005897,ST0177,2026-05-04,Cash,47.81
T0002522,C001344,ST0351,2025-03-14,Credit Card,65.31
T0002523,C001717,ST0159,2024-10-23,Debit Card,228.05
T0002524,C005409,ST0319,2024-11-02,Debit Card,236.95
T0002525,C001625,ST0060,2025-12-22,Cash,146.9
T0002526,C006810,ST0115,2025-04-09,Debit Card,224.81
T0002527,C009893,ST0220,2024-12-01,Debit Card,153.03
T0002528,C002795,ST0050,2024-07-28,Debit Card,108.11
T0002529,C007326,ST0297,2026-03-31,Mobile Payment,157.97
T0002530,C003824,ST0246,2024-08-05,Cash,42.11
T0002531,C007068,ST0084,2026-04-23,Debit Card,242.85
T0002532,C002032,ST0287,2025-12-29,Cash,211.82
T0002533,C005780,ST0325,2025-08-07,Credit Card,237.56
T0002534,C007339,ST0175,2024-08-09,Credit Card,129.34
T0002535,C008888,ST0170,2025-11-26,Credit Card,47.24
T0002536,C007240,ST0251,2026-05-29,Cash,144.41
T0002537,C005329,ST0054,2024-10-24,Mobile Payment,232.96
T0002538,C007966,ST0170,2026-01-28,Debit Card,172.68
T0002539,C003724,ST0112,2026-01-01,Debit Card,199.87
T0002540,C004643,ST0280,2025-12-30,Mobile Payment,31.0
T0002541,C001916,ST0261,2026-03-25,Mobile Payment,225.59
T0002542,C004799,ST0151,2025-02-21,Cash,44.45
T0002543,C001277,ST0193,2025-01-12,Mobile Payment,94.81
T0002544,C001387,ST0291,2024-09-29,Debit Card,39.43
T0002545,C002845,ST0286,2026-07-07,Debit Card,189.33
T0002546,C001156,ST0062,2025-10-23,Credit Card,38.85
T0002547,C007020,ST0089,2024-07-29,Credit Card,84.69
T0002548,C008520,ST0147,2025-02-28,Cash,178.16
T0002549,C002111,ST0019,2026-05-12,Mobile Payment,7.19
T0002550,C000732,ST0221,2024-09-07,Mobile Payment,177.48
T0002551,C009986,ST0292,2025-09-07,Cash,39.19
T0002552,C000545,ST0035,2025-10-31,Cash,182.71
T0002553,C006202,ST0233,2025-04-14,Credit Card,193.52
T0002554,C007841,ST0334,2026-04-27,Cash,6.47
T0002555,C002699,ST0203,2025-06-13,Credit Card,44.94
T0002556,C003072,ST0086,2025-09-21,Cash,219.1
T0002557,C000879,ST0232,2026-07-06,Cash,76.67
T0002558,C008818,ST0141,2025-04-13,Cash,67.6
T0002559,C000978,ST0254,2026-02-14,Mobile Payment,114.97
T0002560,C002500,ST0313,2025-08-11,Cash,103.59
T0002561,C006339,ST0082,2025-12-24,Debit Card,219.17
T0002562,C000101,ST0076,2025-07-15,Mobile Payment,61.4
T0002563,C003498,ST0267,2025-01-31,Debit Card,95.22
T0002564,C000652,ST0338,2025-09-11,Credit Card,199.07
T0002565,C008923,ST0237,2024-08-26,Debit Card,236.91
T0002566,C002966,ST0154,2025-11-16,Debit Card,133.18
T0002567,C005432,ST0263,2024-08-16,Cash,155.87
T0002568,C007676,ST0002,2026-03-18,Mobile Payment,208.87
T0002569,C004479,ST0173,2025-08-13,Debit Card,137.36
T0002570,C008792,ST0320,2024-07-07,Cash,155.07
T0002571,C009534,ST0267,2024-08-10,Credit Card,6.27
T0002572,C007276,ST0179,2024-08-30,Credit Card,178.85
T0002573,C002028,ST0067,2024-10-16,Debit Card,157.65
T0002574,C001561,ST0341,2025-07-16,Debit Card,221.1
T0002575,C000329,ST0090,2025-04-24,Mobile Payment,37.82
T0002576,C001719,ST0135,2025-09-09,Mobile Payment,235.12
T0002577,C009669,ST0186,2026-03-03,Debit Card,75.94
T0002578,C006792,ST0156,2025-01-27,Cash,241.19
T0002579,C007696,ST0234,2025-03-30,Credit Card,88.74
T0002580,C001356,ST0098,2025-09-10,Cash,146.43
T0002581,C005367,ST0083,2026-06-23,Cash,11.88
T0002582,C001927,ST0323,2024-09-05,Cash,233.62
T0002583,C003045,ST0266,2025-01-04,Debit Card,200.08
T0002584,C001908,ST0195,2026-01-25,Mobile Payment,26.69
T0002585,C009323,ST0272,2025-02-26,Cash,156.02
T0002586,C006348,ST0332,2024-11-10,Debit Card,99.48
T0002587,C009973,ST0002,2025-05-20,Cash,58.49
T0002588,C005614,ST0325,2025-08-10,Mobile Payment,29.36
T0002589,C001841,ST0332,2025-09-14,Debit Card,70.79
T0002590,C009159,ST0116,2025-06-22,Debit Card,171.4
T0002591,C004969,ST0014,2024-10-09,Debit Card,96.41
T0002592,C002759,ST0068,2025-01-28,Debit Card,44.67
T0002593,C007182,ST0094,2025-10-26,Debit Card,176.29
T0002594,C004290,ST0185,2026-06-06,Cash,78.29
T0002595,C009400,ST0329,2025-02-19,Credit Card,208.77
T0002596,C009295,ST0144,2024-11-24,Cash,20.4
T0002597,C001961,ST0033,2025-02-21,Mobile Payment,19.51
T0002598,C009296,ST0168,2025-01-09,Mobile Payment,243.7
T0002599,C003432,ST0270,2026-04-20,Debit Card,228.03
T0002600,C009790,ST0184,2025-08-13,Debit Card,201.88
T0002601,C007851,ST0321,2025-08-15,Debit Card,88.67
T0002602,C006679,ST0314,2026-04-10,Cash,233.91
T0002603,C005035,ST0157,2025-07-30,Credit Card,10.94
T0002604,C007512,ST0046,2025-06-04,Mobile Payment,149.73
T0002605,C002102,ST0052,2024-09-08,Credit Card,178.38
T0002606,C004904,ST0164,2025-03-01,Mobile Payment,115.27
T0002607,C005262,ST0247,2024-11-01,Cash,89.5
T0002608,C009795,ST0333,2026-02-08,Credit Card,27.07
T0002609,C005418,ST0334,2025-12-21,Credit Card,202.57
T0002610,C001397,ST0010,2025-06-10,Cash,243.15
T0002611,C005407,ST0256,2025-05-04,Debit Card,123.94
T0002612,C008188,ST0245,2026-06-09,Credit Card,82.85
T0002613,C002521,ST0196,2025-04-13,Mobile Payment,75.62
T0002614,C001405,ST0110,2025-09-27,Mobile Payment,54.64
T0002615,C004889,ST0123,2025-05-21,Mobile Payment,14.55
T0002616,C000905,ST0187,2026-02-22,Mobile Payment,45.59
T0002617,C004006,ST0332,2024-09-29,Cash,33.84
T0002618,C009530,ST0036,2024-12-11,Cash,174.13
T0002619,C001594,ST0178,2025-11-14,Mobile Payment,214.4
T0002620,C004285,ST0048,2025-08-31,Credit Card,18.09
T0002621,C005384,ST0032,2025-11-20,Mobile Payment,241.38
T0002622,C006721,ST0073,2025-03-19,Cash,27.17
T0002623,C001692,ST0256,2024-11-27,Mobile Payment,63.66
T0002624,C009357,ST0321,2024-08-19,Mobile Payment,61.79
T0002625,C001878,ST0240,2025-10-03,Debit Card,135.74
T0002626,C002420,ST0286,2024-07-22,Cash,81.41
T0002627,C009141,ST0285,2024-11-05,Credit Card,115.25
T0002628,C003824,ST0242,2025-07-27,Cash,10.77
T0002629,C005327,ST0243,2025-08-18,Cash,58.6
T0002630,C002835,ST0286,2025-03-02,Mobile Payment,120.22
T0002631,C004027,ST0311,2025-01-24,Cash,181.11
T0002632,C003001,ST0100,2026-01-05,Mobile Payment,164.19
T0002633,C004942,ST0110,2025-10-24,Credit Card,41.19
T0002634,C006910,ST0289,2026-03-06,Debit Card,52.11
T0002635,C009107,ST0193,2026-03-02,Mobile Payment,149.01
T0002636,C001755,ST0052,2026-05-11,Cash,211.0
T0002637,C007839,ST0233,2026-02-26,Cash,228.16
T0002638,C008003,ST0156,2025-04-22,Debit Card,63.45
T0002639,C003723,ST0087,2026-04-17,Debit Card,185.84
T0002640,C001021,ST0341,2024-07-29,Debit Card,23.03
T0002641,C008230,ST0093,2025-06-15,Cash,14.06
T0002642,C006610,ST0072,2024-07-23,Cash,72.41
T0002643,C005851,ST0057,2025-07-14,Mobile Payment,55.08
T0002644,C004817,ST0050,2024-10-30,Credit Card,44.41
T0002645,C009655,ST0325,2025-04-02,Mobile Payment,175.91
T0002646,C009342,ST0313,2026-01-17,Credit Card,23.65
T0002647,C008652,ST0274,2025-12-31,Cash,68.06
T0002648,C005749,ST0020,2026-03-15,Cash,23.2
T0002649,C005235,ST0104,2026-07-07,Credit Card,96.48
T0002650,C008993,ST0325,2025-08-16,Credit Card,34.11
T0002651,C007634,ST0348,2025-01-23,Cash,190.85
T0002652,C006533,ST0145,2025-07-13,Cash,124.39
T0002653,C005800,ST0259,2024-07-29,Cash,239.54
T0002654,C008931,ST0277,2025-06-19,Debit Card,148.01
T0002655,C002689,ST0249,2026-03-09,Cash,142.73
T0002656,C004491,ST0044,2025-08-07,Cash,104.63
T0002657,C006857,ST0092,2026-06-13,Cash,83.62
T0002658,C002829,ST0189,2024-07-27,Debit Card,72.54
T0002659,C000874,ST0085,2026-05-30,Cash,15.56
T0002660,C007036,ST0189,2024-10-10,Mobile Payment,126.67
T0002661,C001474,ST0204,2026-03-05,Cash,92.71
T0002662,C006442,ST0206,2026-05-09,Cash,215.09
T0002663,C003713,ST0267,2024-11-22,Cash,180.5
T0002664,C005967,ST0041,2026-07-03,Debit Card,213.29
T0002665,C003692,ST0188,2024-10-15,Mobile Payment,107.67
T0002666,C009567,ST0328,2025-01-09,Cash,65.29
T0002667,C005869,ST0111,2025-03-25,Cash,57.7
T0002668,C003411,ST0343,2024-11-10,Mobile Payment,155.4
T0002669,C001694,ST0105,2024-11-07,Credit Card,12.79
T0002670,C002730,ST0093,2024-08-04,Cash,45.6
T0002671,C003473,ST0165,2025-05-04,Cash,60.1
T0002672,C004005,ST0251,2025-10-16,Debit Card,73.77
T0002673,C008579,ST0138,2024-10-24,Credit Card,24.21
T0002674,C007073,ST0316,2024-10-12,Credit Card,162.11
T0002675,C005738,ST0146,2025-07-26,Mobile Payment,179.42
T0002676,C009841,ST0278,2024-12-07,Credit Card,41.96
T0002677,C005392,ST0240,2024-07-16,Mobile Payment,202.63
T0002678,C008546,ST0205,2025-07-20,Cash,26.41
T0002679,C009795,ST0339,2026-04-01,Mobile Payment,72.14
T0002680,C003372,ST0062,2024-07-12,Cash,46.92
T0002681,C002717,ST0200,2025-10-12,Debit Card,120.95
T0002682,C000724,ST0021,2024-09-07,Debit Card,43.61
T0002683,C005242,ST0023,2025-01-23,Debit Card,80.25
T0002684,C001864,ST0319,2024-09-04,Credit Card,151.03
T0002685,C002222,ST0122,2024-09-08,Mobile Payment,221.22
T0002686,C008074,ST0143,2025-05-10,Cash,150.42
T0002687,C002534,ST0221,2025-06-09,Mobile Payment,246.91
T0002688,C006632,ST0237,2025-02-15,Cash,181.56
T0002689,C004596,ST0348,2025-11-11,Cash,156.27
T0002690,C000863,ST0318,2025-01-24,Debit Card,241.68
